,awemud.csv,go.csv,kwave.csv,lsb.csv,dvd-create.csv,bullet.csv,qcad2.csv,gbif-indexingtoolkit.csv,qtwin.csv,mpgravity.csv,customwars.csv,amygdala.csv,acdk.csv,roller.csv,linux-ntfs.csv,growl-for-windows.csv,libarchive.csv
acdk.csv,0.89,0.89,0.25,0.22,0.9,0.89,0.41,0.12,0.01,0.25,0.22,0.69,0.97,0.75,0.38,0.95,0.86
amygdala.csv,0.82,0.81,0.28,0.0,0.9,0.76,0.38,0.15,0.0,0.0,0.14,1.0,0.29,0.71,0.5,0.67,0.75
awemud.csv,1.0,0.76,0.17,0.54,0.86,0.75,0.5,0.25,0.0,0.0,0.18,0.48,0.53,0.71,0.57,0.78,0.53
bullet.csv,0.73,0.68,0.17,0.53,0.86,0.99,0.35,0.2,0.0,0.2,0.13,0.53,0.32,0.59,0.41,0.55,0.41
customwars.csv,0.82,0.59,0.13,0.31,0.7,0.68,0.32,0.32,0.01,0.83,1.0,0.47,0.33,0.71,0.6,0.95,0.5
dvd-create.csv,0.7,0.66,0.25,0.2,0.96,0.8,0.33,0.22,0.0,0.24,0.14,0.57,0.21,0.6,0.48,0.58,0.42
gbif-indexingtoolkit.csv,0.82,0.41,0.4,0.21,0.5,0.67,0.53,1.0,0.0,0.0,0.33,0.0,0.28,0.86,0.64,0.78,0.41
go.csv,0.74,1.0,0.28,0.15,0.84,0.85,0.4,0.17,0.0,0.38,0.14,0.59,0.31,0.68,0.48,0.81,0.53
growl-for-windows.csv,0.81,0.75,0.16,0.2,0.76,0.75,0.38,0.22,0.0,0.6,0.19,0.59,0.34,0.66,0.5,1.0,0.5
kwave.csv,0.79,0.68,1.0,0.23,0.87,0.81,0.35,0.2,0.0,0.29,0.19,0.59,0.29,0.74,0.59,0.72,0.51
libarchive.csv,0.86,0.77,0.16,0.68,0.8,0.82,0.45,0.21,0.01,0.33,0.14,0.69,0.42,0.67,0.54,0.84,1.0
linux-ntfs.csv,0.78,0.56,0.17,0.32,0.81,0.79,0.34,0.33,0.01,0.05,0.24,0.45,0.3,0.49,1.0,0.57,0.68
lsb.csv,0.78,0.73,0.18,0.94,0.87,0.84,0.33,0.22,0.0,0.0,0.15,0.57,0.35,0.64,0.48,0.67,0.55
mpgravity.csv,0.85,0.67,0.16,0.21,0.8,0.72,0.44,0.19,0.01,1.0,0.24,0.44,0.34,0.69,0.61,0.89,0.48
qcad2.csv,0.76,0.64,0.24,0.26,0.8,0.75,0.98,0.3,0.0,0.12,0.29,0.42,0.3,0.79,0.54,0.68,0.44
qtwin.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
roller.csv,0.74,0.72,0.32,0.22,0.81,0.81,0.43,0.15,0.0,0.43,0.2,0.61,0.43,1.0,0.54,0.71,0.53
