,awemud.csv,go.csv,kwave.csv,lsb.csv,dvd-create.csv,bullet.csv,qcad2.csv,gbif-indexingtoolkit.csv,qtwin.csv,mpgravity.csv,customwars.csv,amygdala.csv,acdk.csv,roller.csv,linux-ntfs.csv,growl-for-windows.csv,libarchive.csv
acdk.csv,0.42,0.49,0.67,0.83,0.57,0.58,0.62,0.48,0.68,0.5,0.56,0.62,0.55,0.54,0.62,0.79,0.57
amygdala.csv,0.49,0.72,0.83,0.5,0.9,0.72,0.49,0.56,0.67,0.0,0.68,0.53,0.88,0.73,0.69,0.73,0.88
awemud.csv,0.43,0.58,0.56,0.58,0.42,0.59,0.45,0.5,0.78,0.0,0.34,0.65,0.56,0.47,0.39,0.5,0.68
bullet.csv,0.41,0.4,0.4,0.62,0.38,0.41,0.51,0.41,0.59,0.39,0.38,0.43,0.48,0.43,0.62,0.37,0.43
customwars.csv,0.94,0.93,0.62,0.81,0.7,0.6,0.8,0.59,0.99,0.83,0.94,0.93,0.57,0.86,0.9,0.82,0.74
dvd-create.csv,0.39,0.41,0.4,0.65,0.4,0.39,0.46,0.42,0.48,0.49,0.37,0.39,0.56,0.42,0.41,0.39,0.45
gbif-indexingtoolkit.csv,0.94,0.97,0.93,0.6,0.9,0.95,0.94,0.9,0.98,0.0,0.71,0.83,0.94,0.93,0.91,0.78,0.81
go.csv,0.43,0.45,0.53,0.77,0.49,0.4,0.49,0.36,0.51,0.85,0.42,0.49,0.61,0.38,0.4,0.59,0.54
growl-for-windows.csv,0.43,0.43,0.51,0.67,0.45,0.42,0.53,0.41,0.72,0.8,0.34,0.51,0.47,0.4,0.4,0.56,0.53
kwave.csv,0.46,0.46,0.94,0.64,0.48,0.51,0.62,0.56,0.59,0.62,0.42,0.59,0.56,0.69,0.52,0.56,0.47
libarchive.csv,0.43,0.44,0.42,0.57,0.43,0.41,0.45,0.41,0.47,0.58,0.35,0.42,0.45,0.4,0.38,0.59,0.53
linux-ntfs.csv,0.61,0.62,0.63,0.97,0.81,0.52,0.66,0.67,0.83,0.71,0.51,0.72,0.52,0.66,0.54,0.47,0.63
lsb.csv,0.38,0.38,0.39,0.56,0.36,0.33,0.47,0.38,0.48,0.0,0.33,0.39,0.43,0.32,0.33,0.43,0.41
mpgravity.csv,0.46,0.58,0.56,0.75,0.51,0.43,0.55,0.5,1.0,0.75,0.66,0.76,0.52,0.51,0.42,0.68,0.54
qcad2.csv,0.66,0.43,0.7,0.79,0.41,0.92,0.62,0.57,1.0,0.67,0.61,0.88,0.54,0.79,0.5,0.55,0.48
qtwin.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
roller.csv,0.63,0.54,0.84,0.61,0.44,0.94,0.59,0.5,0.56,0.79,0.42,0.58,0.53,0.45,0.46,0.58,0.55
