,awemud.csv,go.csv,kwave.csv,lsb.csv,dvd-create.csv,bullet.csv,qcad2.csv,gbif-indexingtoolkit.csv,qtwin.csv,mpgravity.csv,customwars.csv,amygdala.csv,acdk.csv,roller.csv,linux-ntfs.csv,growl-for-windows.csv,libarchive.csv
acdk.csv,0.63,0.39,0.19,0.2,0.26,0.25,0.25,0.36,0.5,0.42,0.47,0.24,0.95,0.56,0.19,0.5,0.37
amygdala.csv,0.64,0.33,0.31,0.0,0.12,0.28,0.65,0.36,0.33,0.0,0.35,0.95,0.23,0.39,0.5,0.28,0.12
awemud.csv,0.99,0.43,0.38,0.62,0.5,0.49,0.6,0.55,0.33,0.0,0.82,0.29,0.66,0.52,0.62,0.39,0.37
bullet.csv,0.82,0.92,0.62,0.62,0.88,1.0,0.85,0.82,0.83,0.83,0.71,0.82,0.83,0.71,0.5,0.58,0.88
customwars.csv,0.18,0.2,0.31,0.29,0.28,0.4,0.29,0.64,0.17,0.42,1.0,0.18,0.58,0.27,0.23,0.58,0.35
dvd-create.csv,0.85,0.9,0.88,0.67,1.0,0.79,1.0,0.73,0.83,0.75,0.71,0.92,0.44,0.59,0.81,0.5,0.86
gbif-indexingtoolkit.csv,0.18,0.16,0.38,0.78,0.07,0.21,0.19,0.91,0.33,0.0,0.47,0.0,0.22,0.16,0.27,0.5,0.45
go.csv,0.79,0.97,0.56,0.33,0.58,0.67,0.85,0.73,1.0,0.42,0.71,0.76,0.45,0.88,0.88,0.72,0.73
growl-for-windows.csv,0.73,0.66,0.5,0.58,0.53,0.64,0.71,0.82,0.83,0.5,0.88,0.63,0.87,0.71,0.81,1.0,0.61
kwave.csv,0.69,0.77,1.0,0.62,0.64,0.45,0.58,0.45,0.83,0.5,0.59,0.5,0.62,0.41,0.62,0.36,0.92
libarchive.csv,0.62,0.7,0.44,0.6,0.55,0.48,0.54,0.73,1.0,0.33,0.65,0.47,0.85,0.8,0.54,0.75,0.92
linux-ntfs.csv,0.41,0.37,0.38,0.22,0.3,0.49,0.44,0.64,0.83,0.08,0.65,0.34,0.75,0.31,1.0,0.47,0.53
lsb.csv,0.9,0.85,0.56,0.76,0.78,0.84,0.98,0.73,1.0,0.0,0.94,0.74,0.87,0.91,0.77,0.94,0.71
mpgravity.csv,0.53,0.44,0.44,0.4,0.49,0.57,0.77,0.55,0.33,1.0,0.41,0.29,0.77,0.47,0.77,0.69,0.55
qcad2.csv,0.4,0.87,0.5,0.44,0.89,0.13,0.98,0.64,0.17,0.25,0.53,0.26,0.68,0.31,0.5,0.75,0.78
qtwin.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
roller.csv,0.41,0.65,0.38,0.76,0.65,0.19,0.62,0.36,0.83,0.5,0.76,0.58,0.79,0.95,0.73,0.61,0.82
