,plearn.csv,pclasses.csv,re2c.csv,tzod.csv,psrchive.csv,liferea.csv,aubit4gl.csv,opensim4opencog.csv,thrust.csv,yaprm.csv,bionote.csv,rebecca-aiml.csv,arm-webradio.csv
arm-webradio.csv,0.43,0.12,0.12,0.23,0.18,0.28,0.4,0.13,0.17,0.43,0.13,0.42,1.0
aubit4gl.csv,0.3,0.2,0.15,0.39,0.2,0.24,1.0,0.09,0.62,0.43,0.18,0.25,0.38
bionote.csv,1.0,0.0,0.0,0.0,1.0,0.25,0.5,0.18,0.0,0.5,1.0,0.71,0.47
liferea.csv,0.44,0.0,0.1,0.5,0.23,1.0,0.55,0.2,0.0,0.59,0.18,0.61,0.41
opensim4opencog.csv,0.57,0.0,0.0,0.6,0.2,0.42,0.58,1.0,0.0,0.38,0.22,0.31,0.41
pclasses.csv,0.54,1.0,0.14,0.57,0.38,1.0,0.64,0.15,0.0,1.0,0.14,0.63,0.73
plearn.csv,1.0,0.16,0.09,0.32,0.28,0.17,0.51,0.09,0.5,0.56,0.11,0.59,0.33
psrchive.csv,0.55,0.0,0.33,0.27,1.0,0.14,0.55,0.26,0.0,0.5,0.29,0.75,0.25
re2c.csv,0.43,0.12,1.0,0.42,0.27,0.0,0.52,0.0,0.4,0.46,0.18,0.83,0.16
rebecca-aiml.csv,0.47,0.25,0.11,0.28,0.18,0.29,0.54,0.12,0.0,0.4,0.15,1.0,0.2
thrust.csv,0.58,0.0,0.13,0.15,0.08,0.21,0.47,0.0,0.94,0.6,0.06,0.63,0.31
tzod.csv,0.34,0.08,0.25,1.0,0.14,0.28,0.53,0.13,0.0,0.48,0.22,0.43,0.3
yaprm.csv,0.36,0.22,0.08,0.32,0.23,0.23,0.6,0.09,0.26,1.0,0.2,0.35,0.12
