,plearn.csv,pclasses.csv,re2c.csv,tzod.csv,psrchive.csv,liferea.csv,aubit4gl.csv,opensim4opencog.csv,thrust.csv,yaprm.csv,bionote.csv,rebecca-aiml.csv,arm-webradio.csv
arm-webradio.csv,2.0,8.0,2.0,6.0,7.0,5.0,2.0,6.0,0.0,5.0,5.0,3.0,0.0
aubit4gl.csv,4.0,0.0,0.0,6.0,4.0,4.0,0.0,11.0,2.0,0.0,6.0,2.0,1.0
bionote.csv,0.0,66.0,56.0,74.0,0.0,0.0,0.0,2.0,63.0,2.0,0.0,0.0,0.0
liferea.csv,5.0,66.0,1.0,1.0,8.0,0.0,0.0,10.0,63.0,0.0,11.0,0.0,6.0
opensim4opencog.csv,2.0,66.0,56.0,1.0,1.0,2.0,1.0,0.0,63.0,3.0,0.0,18.0,1.0
pclasses.csv,1.0,0.0,3.0,2.0,1.0,0.0,0.0,14.0,63.0,0.0,10.0,4.0,1.0
plearn.csv,0.0,1.0,4.0,3.0,9.0,9.0,2.0,7.0,1.0,0.0,6.0,3.0,4.0
psrchive.csv,4.0,66.0,1.0,1.0,0.0,6.0,2.0,0.0,63.0,0.0,3.0,0.0,0.0
re2c.csv,3.0,1.0,0.0,4.0,6.0,56.0,2.0,187.0,3.0,0.0,4.0,1.0,3.0
rebecca-aiml.csv,8.0,3.0,3.0,1.0,9.0,8.0,2.0,11.0,63.0,3.0,9.0,0.0,5.0
thrust.csv,2.0,66.0,0.0,10.0,10.0,6.0,2.0,187.0,0.0,2.0,7.0,3.0,1.0
tzod.csv,0.0,0.0,0.0,0.0,15.0,6.0,2.0,37.0,63.0,0.0,8.0,1.0,3.0
yaprm.csv,2.0,1.0,0.0,2.0,12.0,3.0,1.0,10.0,0.0,0.0,5.0,2.0,28.0
