,plearn.csv,pclasses.csv,re2c.csv,tzod.csv,psrchive.csv,liferea.csv,aubit4gl.csv,opensim4opencog.csv,thrust.csv,yaprm.csv,bionote.csv,rebecca-aiml.csv,arm-webradio.csv
arm-webradio.csv,0.45,0.3,0.37,0.22,0.51,0.42,0.18,0.26,0.07,0.35,0.29,0.3,1.0
aubit4gl.csv,0.48,0.55,0.64,0.5,0.61,0.48,0.95,0.4,0.34,0.46,0.67,0.49,0.2
bionote.csv,0.02,0.0,0.0,0.0,0.17,0.1,0.05,0.11,0.0,0.06,0.79,0.11,0.3
liferea.csv,0.48,0.0,0.2,0.45,0.47,0.88,0.49,0.47,0.0,0.31,0.42,0.46,0.5
opensim4opencog.csv,0.17,0.0,0.0,0.13,0.25,0.43,0.54,0.93,0.0,0.1,0.29,0.2,0.47
pclasses.csv,0.26,0.69,0.2,0.35,0.41,0.1,0.34,0.2,0.0,0.23,0.29,0.36,0.36
plearn.csv,0.93,0.31,0.2,0.36,0.59,0.34,0.52,0.29,0.15,0.65,0.14,0.76,0.61
psrchive.csv,0.12,0.0,0.2,0.13,0.94,0.1,0.57,0.3,0.0,0.1,0.54,0.26,0.23
re2c.csv,0.43,0.3,0.86,0.22,0.47,0.0,0.46,0.0,0.15,0.35,0.29,0.49,0.26
rebecca-aiml.csv,0.42,0.21,0.2,0.29,0.25,0.64,0.3,0.34,0.0,0.19,0.57,0.98,0.43
thrust.csv,0.15,0.0,0.37,0.13,0.09,0.35,0.46,0.0,1.0,0.19,0.14,0.36,0.44
tzod.csv,0.54,0.11,0.54,0.97,0.39,0.65,0.47,0.55,0.0,0.45,0.8,0.69,0.61
yaprm.csv,0.62,0.48,0.44,0.43,0.58,0.27,0.49,0.37,0.48,0.98,0.42,0.58,0.23
