,raygina.csv,mob-sen-plat.csv,flylegacy.csv,bloodycore.csv,upp-mirror.csv,jguard.csv,wishmaster.csv,st-filteredstatistics.csv,m-a-d-n-e-s-s.csv,yarp.csv
bloodycore.csv,0.25,0.0,0.67,0.35,0.71,0.0,0.0,1.0,1.0,0.0
flylegacy.csv,0.39,0.73,0.8,0.16,0.62,0.37,0.2,0.78,0.31,0.46
jguard.csv,0.42,0.72,0.78,0.16,0.68,0.65,0.21,0.83,0.31,0.48
m-a-d-n-e-s-s.csv,0.75,1.0,0.78,0.17,0.83,0.0,0.0,1.0,0.83,0.57
mob-sen-plat.csv,0.4,0.82,0.77,0.15,0.65,0.32,0.21,0.76,0.4,0.47
raygina.csv,0.57,0.0,0.75,0.21,0.5,0.3,0.16,0.75,0.32,0.75
st-filteredstatistics.csv,0.38,0.85,0.77,0.17,0.62,0.43,0.18,0.79,0.34,0.4
upp-mirror.csv,0.32,0.83,0.76,0.26,0.7,0.47,0.15,0.75,0.46,0.44
wishmaster.csv,0.25,0.0,0.85,0.21,0.65,0.16,0.5,0.43,0.23,0.42
yarp.csv,0.5,1.0,0.79,0.33,0.33,0.18,0.33,0.67,0.55,0.71
