,kdenlive.csv,opentibia.csv,jmri.csv,x-ray-mule.csv,taverna.csv,ivef-sdk.csv,algebsql.csv,jython.csv,unbvision.csv,galaxium.csv,runuomondains.csv,somap.csv,ondex.csv,tigermud.csv,ninject.csv,hydrate.csv
algebsql.csv,0.46,0.52,0.15,0.97,0.33,0.58,0.94,0.05,0.57,0.03,0.12,0.1,0.06,0.2,0.0,0.03
galaxium.csv,0.07,0.11,0.87,0.0,0.07,0.0,0.24,0.64,0.13,0.97,0.62,0.78,0.33,0.43,0.4,0.42
hydrate.csv,0.17,0.11,0.17,0.3,0.22,0.04,0.12,0.82,0.6,0.51,0.75,0.17,0.27,0.2,0.6,0.97
ivef-sdk.csv,0.76,0.6,0.48,1.0,0.59,1.0,0.24,0.0,0.83,0.17,0.0,0.58,0.45,0.2,0.2,0.03
jmri.csv,0.87,0.83,0.96,0.43,0.81,1.0,0.79,0.41,1.0,0.89,0.38,0.47,0.61,0.89,0.6,0.58
jython.csv,0.92,0.78,0.77,0.83,0.81,0.58,0.88,1.0,0.9,0.66,0.62,0.96,0.73,0.86,1.0,0.64
kdenlive.csv,0.97,0.67,0.59,0.43,0.41,0.64,0.45,1.0,0.77,0.66,1.0,0.49,0.67,0.46,0.4,0.88
ninject.csv,0.08,0.05,0.67,0.0,0.04,0.04,0.03,0.27,0.1,0.14,0.38,0.82,0.03,0.09,1.0,0.15
ondex.csv,0.17,0.17,0.51,0.03,0.3,0.54,0.0,0.77,0.27,0.26,0.5,0.56,0.97,0.14,0.4,0.27
opentibia.csv,0.96,1.0,0.43,1.0,0.44,0.69,0.64,0.55,0.83,0.8,0.5,0.69,0.42,0.86,0.4,0.91
runuomondains.csv,0.3,0.23,0.04,0.3,0.11,0.45,0.0,0.27,0.07,0.2,0.88,0.11,0.06,0.17,0.2,0.3
somap.csv,1.0,0.99,0.97,1.0,1.0,1.0,1.0,1.0,1.0,0.97,1.0,1.0,0.94,1.0,0.8,1.0
taverna.csv,0.06,0.18,0.09,0.23,0.96,0.01,0.27,0.0,0.1,0.03,0.0,0.14,0.12,0.14,0.2,0.0
tigermud.csv,0.39,0.3,0.42,0.03,0.59,0.0,0.85,0.64,0.03,0.49,0.75,0.39,0.67,0.8,0.8,0.76
unbvision.csv,0.55,0.37,0.87,0.5,0.07,0.43,0.27,0.59,0.87,0.6,0.38,0.82,0.39,0.4,0.4,0.12
x-ray-mule.csv,0.63,0.49,0.76,1.0,0.56,0.34,0.36,0.64,0.87,0.71,0.5,0.75,0.67,0.49,0.8,0.7
