,kdenlive.csv,opentibia.csv,jmri.csv,x-ray-mule.csv,taverna.csv,ivef-sdk.csv,algebsql.csv,jython.csv,unbvision.csv,galaxium.csv,runuomondains.csv,somap.csv,ondex.csv,tigermud.csv,ninject.csv,hydrate.csv
algebsql.csv,0.52,0.62,0.98,0.49,0.94,0.78,0.74,0.0,0.52,0.93,0.83,0.86,0.98,0.91,0.83,0.5
galaxium.csv,0.8,0.89,0.45,0.67,0.91,0.83,0.65,0.24,0.89,0.63,0.45,0.42,0.71,0.69,0.5,0.53
hydrate.csv,0.95,0.91,0.99,0.64,0.65,0.93,0.56,0.28,0.65,0.65,0.55,0.92,0.97,0.82,0.51,0.41
ivef-sdk.csv,0.45,0.49,0.76,0.48,0.56,0.61,0.7,0.0,0.47,0.82,0.5,0.54,0.68,0.94,0.56,0.0
jmri.csv,0.45,0.48,0.59,0.48,0.51,0.53,0.48,0.28,0.49,0.39,0.55,0.57,0.52,0.47,0.5,0.53
jython.csv,0.43,0.49,0.52,0.49,0.46,0.74,0.45,0.95,0.49,0.46,0.5,0.35,0.45,0.52,0.38,0.44
kdenlive.csv,0.44,0.38,0.49,0.46,0.49,0.59,0.52,0.76,0.52,0.51,0.41,0.53,0.37,0.48,0.62,0.35
ninject.csv,0.89,0.83,0.52,0.0,0.75,0.75,0.5,0.27,0.75,0.94,0.92,0.4,0.92,0.83,0.8,0.86
ondex.csv,0.96,0.89,0.59,0.5,0.89,0.62,0.69,0.95,0.86,0.89,0.71,0.5,0.97,0.56,0.81,0.77
opentibia.csv,0.41,0.43,0.52,0.46,0.62,0.67,0.65,0.28,0.46,0.4,0.45,0.35,0.45,0.44,0.54,0.36
runuomondains.csv,0.97,0.96,0.97,0.93,0.88,0.97,0.67,0.94,0.67,0.94,0.86,0.88,0.94,0.94,0.93,0.75
somap.csv,0.42,0.44,0.39,0.46,0.39,0.43,0.42,0.26,0.49,0.36,0.43,0.36,0.32,0.43,0.42,0.37
taverna.csv,0.91,0.94,0.98,0.88,0.77,0.5,0.86,0.0,0.8,0.91,0.86,0.91,0.95,0.89,0.74,0.0
tigermud.csv,0.83,0.87,0.55,0.83,0.56,0.0,0.52,0.97,0.91,0.5,0.46,0.58,0.37,0.52,0.43,0.43
unbvision.csv,0.61,0.7,0.42,0.74,0.83,0.97,0.69,0.26,0.77,0.6,0.88,0.41,0.68,0.58,0.93,0.8
x-ray-mule.csv,0.41,0.51,0.47,0.61,0.47,0.73,0.48,0.97,0.51,0.44,0.59,0.42,0.36,0.46,0.4,0.42
