,kdenlive.csv,opentibia.csv,jmri.csv,x-ray-mule.csv,taverna.csv,ivef-sdk.csv,algebsql.csv,jython.csv,unbvision.csv,galaxium.csv,runuomondains.csv,somap.csv,ondex.csv,tigermud.csv,ninject.csv,hydrate.csv
algebsql.csv,0.55,0.67,0.23,0.79,0.42,0.73,0.97,0.09,0.32,0.04,0.14,0.18,0.05,0.3,0.0,0.06
galaxium.csv,0.13,0.2,0.62,0.0,0.11,0.0,0.29,0.17,0.21,0.97,0.36,0.84,0.27,0.47,0.57,0.54
hydrate.csv,0.27,0.19,0.25,0.41,0.26,0.07,0.16,0.2,0.34,0.46,0.31,0.29,0.28,0.3,0.13,0.98
ivef-sdk.csv,0.73,0.74,0.49,0.81,0.41,1.0,0.25,0.0,0.42,0.15,0.0,0.7,0.27,0.27,0.05,0.06
jmri.csv,0.74,0.84,0.97,0.51,0.5,0.92,0.57,0.11,0.41,0.43,0.13,0.64,0.33,0.72,0.14,0.6
jython.csv,0.77,0.82,0.61,0.75,0.46,0.71,0.61,1.0,0.39,0.37,0.16,0.94,0.3,0.74,0.15,0.63
kdenlive.csv,0.98,0.78,0.59,0.46,0.34,0.68,0.47,0.54,0.57,0.5,0.27,0.65,0.28,0.52,0.11,0.76
ninject.csv,0.15,0.09,0.55,0.0,0.06,0.08,0.06,0.08,0.18,0.19,0.3,0.86,0.04,0.15,1.0,0.25
ondex.csv,0.26,0.27,0.47,0.06,0.35,0.62,0.0,0.56,0.36,0.25,0.25,0.7,0.97,0.23,0.15,0.39
opentibia.csv,0.8,1.0,0.41,0.75,0.38,0.78,0.6,0.14,0.4,0.46,0.15,0.79,0.2,0.79,0.13,0.78
runuomondains.csv,0.39,0.36,0.06,0.4,0.17,0.61,0.0,0.3,0.12,0.26,0.93,0.2,0.08,0.23,0.11,0.44
somap.csv,0.78,0.93,0.63,0.75,0.51,0.82,0.66,0.23,0.41,0.44,0.21,0.99,0.28,0.77,0.14,0.78
taverna.csv,0.1,0.3,0.15,0.37,0.98,0.03,0.33,0.0,0.1,0.04,0.0,0.24,0.15,0.23,0.08,0.0
tigermud.csv,0.47,0.44,0.39,0.06,0.47,0.0,0.71,0.53,0.05,0.32,0.2,0.54,0.25,0.88,0.14,0.71
unbvision.csv,0.61,0.52,0.6,0.61,0.12,0.6,0.29,0.15,0.93,0.54,0.38,0.87,0.25,0.52,0.21,0.21
x-ray-mule.csv,0.67,0.64,0.59,0.95,0.38,0.44,0.38,0.54,0.39,0.43,0.22,0.82,0.25,0.56,0.13,0.67
