,kdenlive.csv,opentibia.csv,jmri.csv,x-ray-mule.csv,taverna.csv,ivef-sdk.csv,algebsql.csv,jython.csv,unbvision.csv,galaxium.csv,runuomondains.csv,somap.csv,ondex.csv,tigermud.csv,ninject.csv,hydrate.csv
algebsql.csv,0.44,0.17,0.14,0.7,0.13,0.03,0.0,0.0,0.71,0.16,0.08,0.0,0.25,0.19,0.11,0.05
galaxium.csv,0.0,0.0,0.83,0.15,0.17,0.2,0.43,0.89,0.06,0.01,0.25,1.0,0.23,0.67,0.0,0.26
hydrate.csv,0.18,0.17,0.13,0.25,0.26,0.37,0.34,0.93,0.67,0.29,0.42,0.0,0.14,0.19,0.69,0.0
ivef-sdk.csv,0.56,0.25,0.44,0.7,0.68,0.0,0.63,0.0,0.75,0.45,0.03,1.0,0.38,0.48,0.69,0.0
jmri.csv,0.87,1.0,0.01,0.4,0.74,0.4,0.91,0.92,1.0,0.89,0.59,0.17,0.43,0.95,0.64,0.58
jython.csv,0.85,0.83,0.65,0.6,0.87,0.13,0.94,0.0,0.95,0.78,0.86,1.0,0.62,0.76,1.0,0.68
kdenlive.csv,0.03,0.33,0.37,0.65,0.49,0.53,0.46,0.25,0.32,0.39,0.73,0.17,0.62,0.52,0.55,0.74
ninject.csv,0.08,0.17,0.65,0.05,0.06,0.03,0.03,0.89,0.01,0.14,0.15,1.0,0.07,0.14,0.0,0.11
ondex.csv,0.28,0.42,0.6,0.05,0.21,0.47,0.46,0.15,0.07,0.31,0.34,0.33,0.01,0.19,0.35,0.21
opentibia.csv,0.82,0.0,0.61,1.0,0.47,0.17,0.46,0.96,0.81,0.69,0.73,0.67,0.59,0.52,0.44,0.74
runuomondains.csv,0.44,0.33,0.1,0.3,0.09,0.03,0.09,0.08,0.01,0.13,0.0,0.0,0.1,0.52,0.24,0.11
somap.csv,1.0,1.0,0.98,1.0,0.98,1.0,0.97,1.0,1.0,0.97,1.0,0.17,0.96,1.0,0.89,1.0
taverna.csv,0.18,0.08,0.12,0.05,0.0,0.03,0.34,0.0,0.32,0.11,0.12,0.17,0.11,0.19,0.33,0.0
tigermud.csv,0.49,0.5,0.64,0.25,0.47,0.0,0.51,0.11,0.12,0.63,0.78,0.5,0.74,0.05,0.85,0.63
unbvision.csv,0.46,0.5,0.93,0.2,0.08,0.0,0.57,0.93,0.0,0.25,0.08,0.83,0.36,0.24,0.22,0.05
x-ray-mule.csv,0.46,0.33,0.71,0.15,0.72,0.47,0.54,0.11,0.93,0.66,0.42,1.0,0.76,0.43,0.96,0.68
