,campsoft.csv,beast-mcmc.csv,array4j.csv,continuum-ide.csv,jam-daq.csv,anaxagora.csv,nodal.csv,projectfactory.csv,roolo.csv,l2j.csv
anaxagora.csv,1.0,0.74,0.62,0.88,0.51,0.57,0.17,0.95,0.25,0.39
array4j.csv,1.0,0.74,0.44,1.0,0.09,0.33,0.3,0.87,0.1,0.11
beast-mcmc.csv,1.0,0.74,0.62,1.0,1.0,0.71,0.22,0.46,0.55,0.54
continuum-ide.csv,0.0,0.12,0.12,0.76,0.24,0.19,0.26,0.15,0.3,0.07
jam-daq.csv,1.0,0.61,0.19,0.35,0.76,0.24,0.22,0.38,0.25,0.3
l2j.csv,1.0,0.71,0.31,0.71,0.84,0.62,0.61,0.87,0.5,0.79
nodal.csv,0.0,0.32,0.44,0.82,0.22,0.48,0.61,0.18,0.4,0.1
projectfactory.csv,0.0,0.61,0.62,0.76,0.31,0.52,0.26,0.59,0.5,0.62
roolo.csv,1.0,0.79,0.81,0.88,0.6,0.57,0.48,0.67,0.75,0.87
