,octave.csv,zildo.csv,customsagetv.csv,alleg.csv,ctrlr.csv,xfce.csv,glas.csv,xcf.csv,tango-cs.csv
alleg.csv,0.37,0.25,0.48,0.76,0.47,0.73,0.63,0.57,0.56
ctrlr.csv,0.14,0.16,0.0,0.36,0.61,0.36,0.45,0.46,0.43
customsagetv.csv,0.05,0.22,0.91,0.07,0.12,0.01,0.05,0.06,0.43
glas.csv,0.37,0.69,0.62,0.6,0.41,0.7,0.62,0.53,0.59
octave.csv,0.31,0.26,0.3,0.48,0.16,0.43,0.43,0.52,0.28
tango-cs.csv,0.29,0.58,0.5,0.57,0.5,0.49,0.58,0.67,0.51
xcf.csv,0.35,0.66,0.83,0.66,0.44,0.64,0.61,0.76,0.54
xfce.csv,0.31,0.65,0.54,0.64,0.19,0.72,0.41,0.55,0.53
zildo.csv,0.34,0.71,0.8,0.67,0.21,0.68,0.14,0.44,0.49
