,qtractor.csv,quarkplayer.csv,open-data-kit.csv,zoolib.csv,google-web-toolkit.csv,fmri-dmt.csv
fmri-dmt.csv,0.96,0.91,0.97,0.85,0.99,0.17
google-web-toolkit.csv,0.72,0.6,0.71,0.83,0.03,0.61
open-data-kit.csv,0.57,0.71,0.03,0.47,0.68,0.83
qtractor.csv,0.04,0.57,0.6,0.68,0.69,0.63
quarkplayer.csv,1.07,0.09,0.89,0.83,0.82,1.01
zoolib.csv,0.75,0.82,0.92,0.32,0.88,1.04
