,qtractor.csv,quarkplayer.csv,open-data-kit.csv,zoolib.csv,google-web-toolkit.csv,fmri-dmt.csv
fmri-dmt.csv,0.05,0.11,0.04,0.19,0.01,0.86
google-web-toolkit.csv,0.36,0.49,0.38,0.22,0.99,0.52
open-data-kit.csv,0.58,0.59,0.98,0.73,0.46,0.35
qtractor.csv,0.97,0.62,0.49,0.37,0.47,0.52
quarkplayer.csv,0.13,0.93,0.21,0.37,0.27,0.0
zoolib.csv,0.29,0.21,0.11,0.73,0.16,0.0
