,qtractor.csv,quarkplayer.csv,open-data-kit.csv,zoolib.csv,google-web-toolkit.csv,fmri-dmt.csv
fmri-dmt.csv,0.0,0.06,0.0,0.15,0.01,0.0
google-web-toolkit.csv,0.25,0.25,0.27,0.19,0.03,0.35
open-data-kit.csv,0.38,0.66,0.0,0.41,0.37,0.5
qtractor.csv,0.0,0.44,0.23,0.1,0.41,0.39
quarkplayer.csv,0.58,0.0,0.36,0.52,0.29,0.15
zoolib.csv,0.0,0.09,0.16,0.0,0.06,0.27
