,lsb.csv,mcore3d.csv,yield.csv,maya-work-in-progress.csv,mscore.csv,hydrogen.csv,xemeiah.csv,virtuoso.csv,enzo.csv,xined.csv,lphant.csv,salasaga.csv,keyczar.csv,xtreemfs.csv,autowikibrowser.csv,rocrail.csv,natpad.csv
autowikibrowser.csv,0.2,0.3,0.46,0.41,0.58,0.56,0.48,0.76,0.27,0.5,0.5,0.5,0.4,0.47,0.98,0.82,0.33
enzo.csv,0.84,0.77,0.75,0.81,0.9,0.88,0.79,0.86,0.99,0.7,0.86,0.86,0.9,0.96,0.82,1.0,0.88
hydrogen.csv,0.49,0.1,0.16,0.06,0.35,1.0,0.24,0.55,0.21,0.3,0.18,0.21,0.06,0.15,0.41,0.59,0.49
keyczar.csv,0.96,0.79,0.76,0.66,0.77,0.88,0.75,0.93,0.59,0.8,0.77,0.93,1.0,0.3,0.55,0.86,0.79
lphant.csv,0.84,0.61,0.87,0.88,0.74,0.88,0.81,0.74,0.67,0.7,1.0,0.57,0.52,0.93,0.75,0.95,0.19
lsb.csv,0.96,0.51,0.41,0.62,0.67,0.75,0.58,0.71,0.81,0.7,0.73,0.68,0.79,0.72,0.75,1.0,0.74
maya-work-in-progress.csv,0.73,0.79,0.87,0.97,0.85,0.69,0.88,0.86,0.79,0.9,0.82,0.96,0.52,0.86,0.86,0.91,0.7
mcore3d.csv,0.16,0.98,0.76,0.78,0.66,0.62,0.58,0.29,0.72,0.8,0.59,0.86,0.81,0.85,0.66,0.73,0.56
mscore.csv,0.09,0.34,0.27,0.59,0.99,0.62,0.52,0.64,0.44,0.6,0.73,0.54,0.42,0.83,0.5,0.95,0.77
natpad.csv,0.82,0.26,0.46,0.34,0.28,0.5,0.54,0.38,0.42,0.5,0.18,0.43,0.23,0.2,0.18,0.55,0.95
rocrail.csv,0.02,0.09,0.14,0.09,0.17,0.56,0.18,0.38,0.08,0.2,0.23,0.21,0.04,0.09,0.3,0.91,0.35
salasaga.csv,0.96,0.68,0.73,1.0,0.77,0.94,0.78,0.9,0.62,0.7,0.45,0.93,0.92,0.77,0.86,0.68,0.56
virtuoso.csv,0.24,0.38,0.37,0.25,0.49,0.62,0.79,0.93,0.21,0.7,0.82,0.11,0.04,0.92,0.66,0.59,0.12
xemeiah.csv,0.56,0.29,0.51,0.22,0.51,0.69,0.96,0.64,0.68,0.4,0.5,0.68,0.23,0.35,0.45,0.82,0.81
xined.csv,0.78,0.18,0.08,0.06,0.25,0.38,0.18,0.12,0.03,0.9,0.23,0.46,0.0,0.16,0.23,0.05,0.95
xtreemfs.csv,0.02,0.36,0.73,0.28,0.42,0.69,0.84,0.4,0.26,0.5,0.73,0.25,0.08,1.0,0.77,0.59,0.4
yield.csv,0.49,0.69,0.98,0.59,0.76,0.75,0.85,0.81,0.87,0.6,0.91,0.79,0.65,0.85,0.86,0.95,0.81
