,sqlpower-library.csv,jlinalg.csv,array4j.csv,optalgtoolkit.csv,capcode.csv,freenet.csv,intact.csv,pustefix.csv,nassp.csv,fm-classic.csv,haphazard.csv,anaxagora.csv,ipfire-wall.csv,tart.csv,super-tux.csv,soar.csv,hannosset.csv,bzbyte.csv,ondex.csv,web-cat.csv
anaxagora.csv,1.0,0.0,7.0,0.0,6.0,287.0,4.0,2.0,57.0,20.0,0.0,0.0,4.0,93.0,0.0,55.0,19.0,0.0,195.0,49.0
array4j.csv,0.0,0.0,0.0,1.0,9.0,3.0,0.0,0.0,10.0,70.0,5.0,28.0,6.0,93.0,0.0,1.0,20.0,2.0,1.0,5.0
bzbyte.csv,0.0,0.0,5.0,0.0,0.0,0.0,1.0,4.0,57.0,29.0,0.0,14.0,11.0,18.0,0.0,0.0,19.0,0.0,195.0,0.0
capcode.csv,0.0,0.0,5.0,0.0,0.0,0.0,6.0,4.0,57.0,32.0,3.0,6.0,8.0,93.0,0.0,55.0,23.0,0.0,195.0,49.0
fm-classic.csv,62.0,1.0,6.0,0.0,82.0,287.0,102.0,84.0,57.0,0.0,64.0,128.0,54.0,93.0,101.0,55.0,0.0,74.0,195.0,49.0
freenet.csv,0.0,0.0,5.0,0.0,0.0,0.0,1.0,4.0,18.0,29.0,0.0,7.0,8.0,12.0,0.0,0.0,19.0,0.0,2.0,1.0
hannosset.csv,62.0,0.0,78.0,49.0,82.0,287.0,102.0,84.0,57.0,70.0,64.0,128.0,54.0,93.0,101.0,55.0,0.0,74.0,195.0,49.0
haphazard.csv,0.0,1.0,78.0,49.0,5.0,2.0,8.0,4.0,14.0,70.0,0.0,5.0,3.0,6.0,0.0,2.0,7.0,0.0,2.0,0.0
intact.csv,62.0,0.0,0.0,0.0,82.0,0.0,0.0,84.0,57.0,70.0,64.0,128.0,54.0,93.0,101.0,55.0,74.0,74.0,195.0,49.0
ipfire-wall.csv,62.0,1.0,78.0,2.0,15.0,2.0,0.0,84.0,9.0,11.0,1.0,5.0,0.0,0.0,0.0,4.0,74.0,1.0,1.0,0.0
jlinalg.csv,62.0,0.0,4.0,0.0,82.0,287.0,1.0,84.0,57.0,0.0,64.0,128.0,54.0,93.0,101.0,55.0,4.0,74.0,195.0,49.0
nassp.csv,0.0,0.0,4.0,0.0,0.0,0.0,1.0,4.0,0.0,28.0,0.0,2.0,8.0,12.0,0.0,0.0,19.0,0.0,195.0,5.0
ondex.csv,62.0,63.0,78.0,49.0,82.0,287.0,102.0,84.0,57.0,70.0,64.0,128.0,54.0,93.0,101.0,55.0,74.0,74.0,195.0,49.0
optalgtoolkit.csv,0.0,0.0,5.0,0.0,0.0,2.0,1.0,0.0,18.0,14.0,3.0,11.0,8.0,11.0,0.0,0.0,9.0,2.0,2.0,1.0
pustefix.csv,2.0,0.0,1.0,0.0,14.0,287.0,7.0,0.0,57.0,30.0,0.0,128.0,54.0,93.0,0.0,55.0,21.0,0.0,195.0,49.0
soar.csv,0.0,0.0,78.0,49.0,1.0,2.0,5.0,2.0,18.0,70.0,0.0,6.0,6.0,14.0,0.0,0.0,74.0,0.0,2.0,4.0
sqlpower-library.csv,0.0,1.0,3.0,2.0,0.0,2.0,2.0,3.0,18.0,26.0,0.0,4.0,6.0,11.0,0.0,0.0,7.0,3.0,2.0,1.0
super-tux.csv,0.0,0.0,3.0,1.0,15.0,0.0,7.0,4.0,9.0,24.0,0.0,4.0,8.0,11.0,0.0,1.0,19.0,0.0,1.0,0.0
tart.csv,62.0,1.0,2.0,1.0,82.0,0.0,102.0,84.0,0.0,70.0,0.0,1.0,2.0,93.0,0.0,1.0,0.0,2.0,2.0,0.0
web-cat.csv,0.0,0.0,3.0,0.0,8.0,2.0,2.0,7.0,11.0,70.0,0.0,128.0,5.0,10.0,0.0,1.0,74.0,2.0,2.0,0.0
