,sqlpower-library.csv,jlinalg.csv,array4j.csv,optalgtoolkit.csv,capcode.csv,freenet.csv,intact.csv,pustefix.csv,nassp.csv,fm-classic.csv,haphazard.csv,anaxagora.csv,ipfire-wall.csv,tart.csv,super-tux.csv,soar.csv,hannosset.csv,bzbyte.csv,ondex.csv,web-cat.csv
anaxagora.csv,0.12,0.57,0.76,0.87,0.48,0.0,0.45,0.31,0.0,0.68,0.67,0.01,0.14,0.0,0.2,0.0,0.99,0.17,0.0,0.0
array4j.csv,0.94,0.07,0.08,0.32,0.48,0.05,0.49,0.18,0.24,0.12,0.25,0.47,0.22,0.43,0.8,0.04,0.39,0.11,0.33,0.42
bzbyte.csv,0.76,1.0,1.0,1.0,0.61,0.05,0.99,1.0,0.0,1.0,0.85,0.84,0.65,0.29,1.0,0.0,1.0,0.44,0.0,0.1
capcode.csv,0.0,0.93,0.81,0.84,0.03,0.0,0.73,0.82,0.0,0.59,0.33,0.36,0.35,0.22,0.8,0.0,0.55,0.06,0.0,0.0
fm-classic.csv,0.0,0.14,0.3,0.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.0,0.0
freenet.csv,1.0,1.0,1.0,1.0,1.0,0.64,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.96,1.0,1.0,1.0,1.0
hannosset.csv,0.0,0.0,0.03,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
haphazard.csv,0.71,0.14,0.02,0.1,0.23,0.98,0.34,0.53,0.87,0.26,0.04,0.56,0.38,0.29,0.0,0.32,0.13,0.39,0.98,0.52
intact.csv,0.0,0.0,0.02,0.0,0.0,0.04,0.11,0.02,0.0,0.0,0.02,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ipfire-wall.csv,0.0,0.07,0.08,0.1,0.38,0.67,0.0,0.0,0.48,0.24,0.25,0.18,0.05,0.16,0.0,0.96,0.03,0.44,0.74,0.1
jlinalg.csv,0.0,0.14,0.17,0.65,0.0,0.0,0.01,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.0,0.0
nassp.csv,1.0,1.0,0.98,1.0,0.94,0.05,1.0,1.0,0.04,0.99,0.96,0.92,0.95,1.0,1.0,0.48,1.0,1.0,0.0,0.9
ondex.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
optalgtoolkit.csv,0.82,0.21,0.98,0.13,0.76,0.99,0.75,0.74,1.0,0.66,0.9,0.94,1.0,0.98,0.6,0.96,0.75,0.89,1.0,1.0
pustefix.csv,0.12,0.57,0.17,1.0,0.54,0.0,0.14,0.03,0.0,0.81,0.5,0.0,0.03,0.01,0.6,0.0,0.81,0.11,0.0,0.0
soar.csv,0.47,0.0,0.02,0.13,0.14,0.98,0.29,0.19,1.0,0.28,0.1,0.5,0.24,0.62,0.2,0.32,0.03,0.22,0.99,0.77
sqlpower-library.csv,0.35,0.14,0.19,0.19,0.75,0.99,0.33,0.79,1.0,0.85,0.67,0.5,0.92,0.91,0.2,0.96,0.35,1.0,1.0,0.87
super-tux.csv,0.53,0.5,0.87,0.9,0.79,0.65,0.74,1.0,0.7,0.85,0.85,0.81,1.0,0.98,0.6,0.4,1.0,0.94,0.85,0.48
tart.csv,0.0,0.07,0.06,0.03,0.17,0.09,0.0,0.05,0.07,0.1,0.06,0.06,0.08,0.01,0.0,0.84,0.06,0.33,0.02,0.0
web-cat.csv,0.0,0.0,0.11,0.1,0.11,0.95,0.04,0.15,0.78,0.01,0.02,0.03,0.27,0.45,0.2,0.92,0.19,0.44,0.97,0.13
