,elmo.csv,xbplayer.csv,decidr.csv,tolven.csv,mscore.csv
decidr.csv,0.93,0.99,0.22,0.52,0.94
elmo.csv,0.28,0.25,0.56,0.26,0.26
mscore.csv,0.36,0.62,0.54,0.69,0.25
tolven.csv,0.24,0.27,0.35,0.24,0.08
xbplayer.csv,0.1,0.3,0.23,0.49,0.22
