,pclasses.csv,olap-navigator.csv,re2c.csv,tzod.csv,wxcrp.csv,atlc.csv,konversation.csv,co-ode-owl-plugins.csv,etherboot.csv,boost-sandbox.csv,plato.csv,freebios.csv,clamav.csv,miranda-icq.csv,jasperreports.csv,frogatto.csv,rebecca-aiml.csv,glelite.csv
atlc.csv,0.4,0.36,0.34,0.39,0.38,0.49,0.41,0.35,0.4,0.39,0.35,0.39,0.33,0.33,0.4,0.39,0.5,0.47
boost-sandbox.csv,0.46,0.56,0.47,0.43,0.51,0.91,0.63,0.66,0.47,0.47,0.67,0.88,0.75,0.64,0.65,0.55,0.62,0.59
clamav.csv,0.52,0.8,0.53,0.46,0.47,0.75,0.46,0.88,0.76,0.0,0.73,0.93,0.56,0.4,0.98,0.62,0.75,0.49
co-ode-owl-plugins.csv,0.8,0.91,0.5,0.93,0.67,0.7,0.93,0.94,0.77,0.96,0.75,0.62,0.9,0.65,0.72,0.71,0.96,0.67
etherboot.csv,0.83,0.69,0.83,0.79,0.5,0.59,0.5,0.63,0.86,0.94,0.58,0.95,0.5,0.68,0.97,0.81,0.95,0.68
freebios.csv,0.52,0.44,0.62,0.45,0.38,0.71,0.49,0.46,0.51,0.52,0.36,0.61,0.52,0.41,0.49,0.47,0.62,0.54
frogatto.csv,0.71,0.5,0.38,0.56,0.42,0.44,0.44,0.52,0.52,0.62,0.4,0.93,0.56,0.37,0.42,0.49,0.57,0.45
glelite.csv,0.39,0.44,0.42,0.35,0.42,0.41,0.42,0.38,0.41,0.39,0.42,0.39,0.39,0.39,0.46,0.42,0.4,0.49
jasperreports.csv,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.86,0.0,0.0,0.83,0.67,0.0,0.0,0.96,0.0,0.0,0.0
konversation.csv,0.92,0.97,0.0,0.0,0.93,0.75,0.91,0.75,0.94,0.89,0.89,0.5,0.0,0.67,0.99,0.9,0.97,0.92
miranda-icq.csv,0.92,0.82,0.8,0.78,0.74,0.88,0.7,0.86,0.56,0.6,0.59,0.79,0.75,0.82,0.61,0.83,0.92,0.75
olap-navigator.csv,0.57,0.53,0.9,0.58,0.52,0.89,0.49,0.65,0.55,0.53,0.5,0.79,0.0,0.76,0.53,0.42,0.63,0.68
pclasses.csv,0.9,0.68,0.88,0.62,0.52,0.0,0.58,0.81,0.91,0.92,0.59,0.0,0.8,0.5,0.71,0.73,0.93,0.76
plato.csv,0.46,0.49,0.92,0.68,0.49,0.0,0.45,0.54,0.53,0.43,0.45,0.5,0.0,0.89,0.58,0.47,0.78,0.59
re2c.csv,0.56,0.48,0.83,0.54,0.61,0.53,0.47,0.53,0.77,0.8,0.5,0.51,0.51,0.49,0.59,0.53,0.72,0.66
rebecca-aiml.csv,0.71,0.6,0.69,0.62,0.52,0.53,0.52,0.6,0.58,0.59,0.42,0.49,0.63,0.41,0.55,0.56,0.67,0.56
tzod.csv,0.67,0.41,0.7,0.56,0.5,0.45,0.58,0.56,0.65,0.95,0.47,0.63,0.56,0.43,0.51,0.39,0.63,0.49
wxcrp.csv,0.0,0.78,0.5,0.89,0.66,0.51,0.9,0.56,0.88,0.88,0.47,0.0,0.9,0.75,0.71,0.88,0.83,0.83
