,pclasses.csv,olap-navigator.csv,re2c.csv,tzod.csv,wxcrp.csv,atlc.csv,konversation.csv,co-ode-owl-plugins.csv,etherboot.csv,boost-sandbox.csv,plato.csv,freebios.csv,clamav.csv,miranda-icq.csv,jasperreports.csv,frogatto.csv,rebecca-aiml.csv,glelite.csv
atlc.csv,9.0,0.0,6.0,2.0,2.0,0.0,18.0,4.0,3.0,0.0,0.0,1.0,1.0,3.0,62.0,2.0,1.0,0.0
boost-sandbox.csv,8.0,0.0,0.0,8.0,0.0,2.0,41.0,5.0,0.0,0.0,0.0,0.0,0.0,1.0,182.0,10.0,3.0,0.0
clamav.csv,2.0,0.0,2.0,1.0,4.0,0.0,20.0,0.0,1.0,147.0,0.0,0.0,0.0,1.0,7.0,0.0,0.0,0.0
co-ode-owl-plugins.csv,2.0,0.0,12.0,2.0,1.0,0.0,6.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,4.0,0.0,0.0,0.0
etherboot.csv,10.0,0.0,0.0,7.0,0.0,0.0,3.0,37.0,0.0,2.0,0.0,0.0,1.0,4.0,42.0,0.0,1.0,0.0
freebios.csv,1.0,0.0,0.0,2.0,8.0,0.0,17.0,5.0,0.0,0.0,0.0,0.0,6.0,3.0,106.0,2.0,3.0,0.0
frogatto.csv,7.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,7.0,0.0,1.0,4.0,0.0,10.0,79.0,0.0,1.0,0.0
glelite.csv,1.0,0.0,0.0,4.0,0.0,0.0,22.0,10.0,0.0,2.0,0.0,1.0,13.0,4.0,182.0,2.0,3.0,0.0
jasperreports.csv,66.0,0.0,56.0,74.0,105.0,69.0,101.0,109.0,82.0,147.0,0.0,1.0,55.0,201.0,0.0,68.0,185.0,152.0
konversation.csv,1.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,99.0,55.0,201.0,73.0,2.0,33.0,0.0
miranda-icq.csv,2.0,0.0,2.0,1.0,5.0,2.0,15.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,78.0,1.0,21.0,0.0
olap-navigator.csv,3.0,0.0,6.0,2.0,0.0,0.0,10.0,7.0,7.0,1.0,0.0,0.0,55.0,1.0,70.0,1.0,1.0,0.0
pclasses.csv,0.0,0.0,56.0,0.0,1.0,69.0,18.0,5.0,1.0,1.0,0.0,99.0,3.0,201.0,185.0,2.0,0.0,0.0
plato.csv,8.0,0.0,1.0,11.0,0.0,69.0,13.0,5.0,4.0,0.0,0.0,0.0,55.0,2.0,73.0,1.0,2.0,0.0
re2c.csv,1.0,0.0,0.0,4.0,0.0,1.0,4.0,6.0,6.0,0.0,0.0,1.0,8.0,3.0,157.0,1.0,1.0,0.0
rebecca-aiml.csv,6.0,0.0,0.0,2.0,0.0,0.0,10.0,5.0,1.0,0.0,0.0,0.0,6.0,3.0,328.0,2.0,0.0,0.0
tzod.csv,0.0,0.0,0.0,0.0,1.0,0.0,7.0,1.0,1.0,0.0,0.0,1.0,2.0,1.0,146.0,1.0,1.0,0.0
wxcrp.csv,66.0,0.0,56.0,5.0,0.0,0.0,3.0,14.0,0.0,0.0,0.0,0.0,2.0,2.0,82.0,1.0,10.0,0.0
