,jahshakafx.csv,unladen-swallow.csv,reaper-ecad.csv,psycle.csv,emeraldemu.csv,open-beos.csv,cornerstone.csv,unimrcp.csv,nassp.csv,grafx2.csv,sbml.csv,frogatto.csv,netatalk.csv,quantlib.csv
cornerstone.csv,0.52,0.27,0.27,0.45,0.34,0.06,0.69,0.53,0.38,0.54,0.17,0.7,0.42,0.0
emeraldemu.csv,0.55,0.31,0.27,0.46,0.67,0.49,0.58,0.19,0.45,0.05,0.66,0.4,0.13,0.16
frogatto.csv,0.65,0.28,0.23,0.69,0.51,0.58,0.68,0.46,0.37,0.76,0.83,0.71,0.45,0.38
grafx2.csv,0.66,0.31,0.37,0.61,0.58,0.49,0.6,0.49,0.43,0.79,0.82,0.61,0.58,0.3
jahshakafx.csv,0.67,0.35,0.3,0.59,0.59,0.53,0.61,0.51,0.43,0.77,0.75,0.6,0.49,0.19
nassp.csv,0.49,0.29,0.0,0.56,0.42,0.4,0.29,0.35,0.62,0.72,0.6,0.4,0.45,0.56
netatalk.csv,0.57,0.25,0.27,0.63,0.5,0.54,0.54,0.39,0.38,0.69,0.8,0.58,0.59,0.36
open-beos.csv,0.61,0.31,0.29,0.55,0.51,0.62,0.43,0.43,0.35,0.75,0.75,0.55,0.48,0.23
psycle.csv,0.55,0.24,0.27,0.72,0.55,0.57,0.66,0.52,0.37,0.73,0.83,0.67,0.41,0.25
quantlib.csv,0.44,0.21,0.0,0.79,0.47,0.57,0.46,0.0,0.38,0.0,0.75,0.15,0.0,0.46
reaper-ecad.csv,0.47,0.2,0.44,0.25,0.44,0.18,0.31,0.0,0.0,0.0,0.45,0.43,0.25,0.0
sbml.csv,0.53,0.31,0.31,0.69,0.49,0.6,0.72,0.54,0.35,0.73,0.82,0.68,0.47,0.34
unimrcp.csv,0.63,0.3,0.38,0.62,0.59,0.56,0.63,0.56,0.47,0.72,0.71,0.64,0.62,0.37
unladen-swallow.csv,0.38,0.31,0.06,0.55,0.41,0.45,0.47,0.56,0.15,0.59,0.26,0.53,0.5,0.24
