,paintown.csv,google-collections.csv,smbopensoft.csv,forester-atv.csv,thout.csv,jsecurity.csv,cleartk.csv,opensim4opencog.csv
cleartk.csv,0.39,0.98,0.53,0.5,0.35,0.25,0.98,0.12
forester-atv.csv,0.56,0.95,0.51,0.61,0.26,0.5,0.95,0.12
google-collections.csv,0.49,1.0,0.47,0.38,0.23,0.19,0.88,0.12
jsecurity.csv,0.59,1.0,0.93,0.4,0.31,0.4,0.85,0.13
opensim4opencog.csv,0.72,1.0,0.69,0.4,0.32,0.27,0.88,0.24
paintown.csv,0.78,0.97,0.49,0.37,0.23,0.18,0.88,0.19
smbopensoft.csv,0.4,0.97,0.76,0.45,0.21,0.3,0.92,0.1
thout.csv,0.4,0.97,0.55,0.38,0.43,0.3,0.92,0.12
