,paintown.csv,google-collections.csv,smbopensoft.csv,forester-atv.csv,thout.csv,jsecurity.csv,cleartk.csv,opensim4opencog.csv
cleartk.csv,0.47,1.0,0.88,0.96,0.7,0.51,0.86,0.7
forester-atv.csv,0.07,0.22,0.94,0.65,0.11,0.1,0.19,0.22
google-collections.csv,1.0,0.82,0.94,0.92,1.0,1.0,0.99,1.0
jsecurity.csv,0.25,0.1,0.14,0.77,0.3,0.69,0.21,0.61
opensim4opencog.csv,0.53,0.32,0.09,0.62,0.48,0.64,0.44,0.52
paintown.csv,0.69,0.92,0.99,0.81,0.98,0.95,0.97,0.65
smbopensoft.csv,0.66,0.74,0.8,0.88,0.84,0.36,0.66,0.61
thout.csv,0.63,0.89,0.83,0.19,0.59,0.46,0.86,1.0
