,ns-3.csv,grafx2.csv,sylpheed-claws.csv,minig.csv,omseek.csv,megameknet.csv,kmess.csv,google-gears.csv,ftm.csv,xamj.csv,quickfast.csv
ftm.csv,0.78,0.41,0.69,0.65,0.63,0.47,0.7,0.62,0.05,0.53,0.52
google-gears.csv,0.72,0.76,0.85,0.66,0.78,0.57,0.77,0.0,0.87,0.77,0.81
grafx2.csv,0.59,0.05,0.66,0.76,0.55,0.48,0.62,0.55,0.72,0.59,0.48
kmess.csv,0.69,0.69,0.81,0.77,0.65,0.55,0.04,0.82,0.62,0.83,0.75
megameknet.csv,0.7,0.65,0.62,0.75,0.83,0.09,0.78,0.87,0.74,0.61,1.03
minig.csv,0.58,0.33,0.51,0.04,0.51,0.49,0.68,0.5,0.75,0.53,0.39
ns-3.csv,0.01,0.88,0.7,0.82,0.68,0.65,0.8,0.77,0.61,0.67,0.6
omseek.csv,0.95,0.74,0.89,0.78,0.06,0.88,0.96,0.92,0.87,0.81,0.94
quickfast.csv,0.65,0.67,0.88,0.44,0.79,0.56,0.84,0.49,0.65,0.51,0.0
sylpheed-claws.csv,0.6,0.49,0.03,0.64,0.63,0.51,0.69,0.65,0.58,0.72,0.58
xamj.csv,0.84,0.75,0.65,0.65,0.81,0.72,0.62,0.71,0.77,0.04,0.62
