,ns-3.csv,grafx2.csv,sylpheed-claws.csv,minig.csv,omseek.csv,megameknet.csv,kmess.csv,google-gears.csv,ftm.csv,xamj.csv,quickfast.csv
ftm.csv,0.71,0.39,0.47,0.51,0.53,0.48,0.41,0.43,0.54,0.48,0.5
google-gears.csv,0.45,0.63,0.48,0.38,0.45,0.68,0.41,0.5,0.42,0.5,0.52
grafx2.csv,0.56,0.44,0.58,0.81,0.65,0.72,0.52,0.54,0.56,0.68,0.39
kmess.csv,0.64,0.55,0.52,0.77,0.68,0.81,0.48,0.78,0.66,0.71,0.47
megameknet.csv,0.63,0.61,0.45,0.81,0.65,0.73,0.56,0.68,0.51,0.64,0.91
minig.csv,0.42,0.38,0.4,0.57,0.44,0.47,0.37,0.43,0.61,0.53,0.3
ns-3.csv,0.49,0.59,0.47,0.45,0.57,0.61,0.44,0.52,0.53,0.55,0.47
omseek.csv,0.89,0.79,0.95,0.97,0.97,0.73,0.8,0.89,0.95,0.97,0.75
quickfast.csv,0.56,0.56,0.43,0.41,0.51,0.48,0.5,0.52,0.46,0.46,0.38
sylpheed-claws.csv,0.49,0.46,0.49,0.47,0.54,0.56,0.54,0.55,0.4,0.55,0.41
xamj.csv,0.51,0.53,0.49,0.49,0.51,0.49,0.45,0.54,0.55,0.65,0.38
