,ns-3.csv,grafx2.csv,sylpheed-claws.csv,minig.csv,omseek.csv,megameknet.csv,kmess.csv,google-gears.csv,ftm.csv,xamj.csv,quickfast.csv
ftm.csv,0.23,0.32,0.58,0.35,0.37,0.27,0.6,0.35,0.01,0.37,0.19
google-gears.csv,0.67,0.63,0.83,0.62,0.78,0.19,0.75,0.0,0.83,0.74,0.66
grafx2.csv,0.23,0.05,0.16,0.19,0.38,0.24,0.29,0.24,0.51,0.17,0.25
kmess.csv,0.36,0.58,0.76,0.37,0.36,0.13,0.04,0.32,0.28,0.64,0.69
megameknet.csv,0.44,0.18,0.21,0.23,0.49,0.0,0.58,0.65,0.59,0.31,0.31
minig.csv,0.43,0.24,0.37,0.0,0.38,0.33,0.64,0.24,0.55,0.28,0.31
ns-3.csv,0.01,0.87,0.68,0.72,0.59,0.58,0.75,0.7,0.44,0.6,0.53
omseek.csv,0.03,0.42,0.07,0.24,0.0,0.68,0.02,0.0,0.18,0.06,0.03
quickfast.csv,0.51,0.66,0.87,0.29,0.64,0.34,0.75,0.38,0.52,0.26,0.0
sylpheed-claws.csv,0.32,0.26,0.02,0.43,0.36,0.4,0.33,0.24,0.39,0.59,0.22
xamj.csv,0.75,0.71,0.6,0.51,0.74,0.68,0.49,0.62,0.59,0.0,0.59
