,ns-3.csv,grafx2.csv,sylpheed-claws.csv,minig.csv,omseek.csv,megameknet.csv,kmess.csv,google-gears.csv,ftm.csv,xamj.csv,quickfast.csv
ftm.csv,1.0,2.0,5.0,8.0,19.0,4.0,1.0,0.0,0.0,5.0,1.0
google-gears.csv,0.0,2.0,3.0,0.0,68.0,9.0,0.0,0.0,1.0,32.0,6.0
grafx2.csv,0.0,0.0,1.0,3.0,38.0,4.0,0.0,0.0,7.0,0.0,0.0
kmess.csv,0.0,1.0,3.0,0.0,29.0,3.0,0.0,0.0,0.0,0.0,1.0
megameknet.csv,0.0,0.0,1.0,1.0,72.0,0.0,1.0,0.0,2.0,16.0,10.0
minig.csv,4.0,0.0,1.0,0.0,4.0,0.0,2.0,0.0,0.0,14.0,0.0
ns-3.csv,0.0,2.0,1.0,19.0,61.0,3.0,2.0,0.0,1.0,0.0,10.0
omseek.csv,0.0,3.0,2.0,1.0,0.0,5.0,1.0,0.0,2.0,4.0,0.0
quickfast.csv,0.0,1.0,3.0,3.0,56.0,3.0,0.0,0.0,1.0,0.0,0.0
sylpheed-claws.csv,0.0,4.0,0.0,12.0,28.0,3.0,5.0,0.0,0.0,0.0,1.0
xamj.csv,0.0,0.0,4.0,1.0,74.0,7.0,0.0,0.0,0.0,0.0,1.0
