,ns-3.csv,grafx2.csv,sylpheed-claws.csv,minig.csv,omseek.csv,megameknet.csv,kmess.csv,google-gears.csv,ftm.csv,xamj.csv,quickfast.csv
ftm.csv,0.37,0.74,0.55,0.44,0.22,0.49,0.65,0.61,0.97,0.5,0.62
google-gears.csv,0.7,0.54,0.61,0.54,0.22,0.44,0.72,1.0,0.55,0.45,0.54
grafx2.csv,0.58,0.98,0.47,0.33,0.26,0.48,0.56,0.64,0.47,0.47,0.67
kmess.csv,0.52,0.59,0.57,0.33,0.21,0.48,0.99,0.37,0.5,0.32,0.65
megameknet.csv,0.55,0.48,0.5,0.34,0.13,0.95,0.53,0.52,0.5,0.43,0.03
minig.csv,0.67,0.78,0.63,0.98,0.28,0.46,0.72,0.69,0.46,0.5,0.77
ns-3.csv,0.99,0.65,0.64,0.43,0.21,0.38,0.67,0.72,0.55,0.46,0.69
omseek.csv,0.09,0.45,0.19,0.31,0.97,0.23,0.08,0.14,0.22,0.29,0.12
quickfast.csv,0.64,0.72,0.63,0.62,0.16,0.4,0.6,0.76,0.55,0.52,1.0
sylpheed-claws.csv,0.6,0.64,0.98,0.46,0.22,0.45,0.49,0.53,0.56,0.39,0.58
xamj.csv,0.62,0.64,0.62,0.48,0.17,0.37,0.65,0.7,0.46,0.98,0.74
