,encog-java.csv,h2database.csv,raven-monitoring.csv,jaql.csv,bochs.csv,haphazard.csv,v8.csv
bochs.csv,0.93,0.7,0.74,0.54,0.78,0.54,0.74
encog-java.csv,0.64,0.06,0.03,0.22,0.19,0.15,0.02
h2database.csv,0.57,0.68,0.14,0.64,0.22,0.31,0.1
haphazard.csv,0.14,0.08,0.66,0.66,0.39,0.54,0.33
jaql.csv,0.86,0.66,0.37,0.65,0.52,0.23,0.29
raven-monitoring.csv,0.39,0.36,0.71,0.39,0.15,0.69,0.41
v8.csv,0.09,0.49,0.77,0.6,0.82,0.54,0.85
