,plee-the-bear.csv,google-caja.csv,genecys.csv,itext.csv
genecys.csv,0.85,0.41,0.33,0.57
google-caja.csv,0.8,0.26,0.56,0.17
itext.csv,0.59,1.0,0.56,0.2
plee-the-bear.csv,0.25,0.63,0.67,0.57
