,plee-the-bear.csv,google-caja.csv,genecys.csv,itext.csv
genecys.csv,0.4,0.59,0.72,0.55
google-caja.csv,0.54,0.81,0.74,0.73
itext.csv,0.73,0.0,0.66,0.73
plee-the-bear.csv,0.78,0.59,0.49,0.53
