,pidgin.csv,gnukeda.csv,unimrcp.csv,emulemorph.csv,fceugc.csv,ogre.csv,micomt.csv,gusanos.csv,repositorium.csv,modplug.csv,openfrag.csv,auber.csv,xqilla.csv,xapian.csv,oscarmcmaster.csv
auber.csv,0.65,0.45,0.34,0.0,0.36,0.46,0.25,0.72,0.29,0.55,0.53,0.99,0.0,0.52,0.39
emulemorph.csv,0.19,0.13,0.0,1.0,0.09,0.15,0.0,0.1,0.15,0.1,0.06,0.03,0.0,0.11,0.02
fceugc.csv,0.67,0.37,0.0,0.14,1.0,0.43,0.3,0.36,0.2,0.46,0.34,0.31,0.07,0.24,0.1
gnukeda.csv,0.77,0.96,0.49,0.1,0.37,0.56,0.31,0.64,0.12,0.67,0.55,0.49,0.06,0.45,0.33
gusanos.csv,0.56,0.38,0.46,0.0,0.45,0.7,0.14,0.99,0.16,0.62,0.55,0.59,0.08,0.33,0.31
micomt.csv,0.65,0.63,0.43,0.12,0.47,0.24,0.92,0.61,0.13,0.5,0.62,0.57,0.03,0.24,0.33
modplug.csv,0.82,0.66,0.41,0.14,0.58,0.62,0.34,0.8,0.21,0.98,0.72,0.7,0.05,0.5,0.36
ogre.csv,0.82,0.71,0.43,0.1,0.51,1.0,0.31,0.82,0.17,0.8,0.71,0.71,0.05,0.35,0.36
openfrag.csv,0.82,0.49,0.48,0.1,0.52,0.72,0.38,0.8,0.37,0.79,0.96,0.73,0.07,0.36,0.37
oscarmcmaster.csv,0.49,0.42,0.18,0.16,0.24,0.81,0.15,0.6,0.0,0.53,0.28,0.23,0.0,0.14,0.97
pidgin.csv,0.98,0.71,0.42,0.14,0.47,0.5,0.42,0.53,0.22,0.71,0.55,0.37,0.07,0.42,0.37
repositorium.csv,0.75,0.5,0.41,0.06,0.38,0.64,0.25,0.56,0.78,0.59,0.61,0.38,0.05,0.26,0.36
unimrcp.csv,0.38,0.22,0.98,0.21,0.29,0.09,0.0,0.32,0.0,0.32,0.26,0.15,0.2,0.19,0.29
xapian.csv,0.76,0.67,0.35,0.14,0.43,0.63,0.37,0.51,0.15,0.65,0.44,0.52,0.02,0.96,0.37
xqilla.csv,0.1,0.1,0.0,0.18,0.09,0.04,0.11,0.0,0.0,0.24,0.0,0.03,1.0,0.0,0.11
