,pidgin.csv,gnukeda.csv,unimrcp.csv,emulemorph.csv,fceugc.csv,ogre.csv,micomt.csv,gusanos.csv,repositorium.csv,modplug.csv,openfrag.csv,auber.csv,xqilla.csv,xapian.csv,oscarmcmaster.csv
auber.csv,0.56,0.7,0.7,1.07,0.72,0.7,0.74,0.6,0.82,0.62,0.64,0.02,1.01,0.52,0.56
emulemorph.csv,0.9,0.94,1.0,0.0,0.95,0.92,1.0,0.98,0.91,0.95,0.97,0.99,1.0,0.93,1.0
fceugc.csv,0.56,0.78,1.0,0.6,0.0,0.73,0.77,0.8,0.75,0.73,0.78,0.8,0.55,0.78,0.93
gnukeda.csv,0.51,0.06,0.6,0.71,0.7,0.79,0.68,0.62,0.85,0.56,0.73,0.77,0.81,0.53,0.66
gusanos.csv,0.61,0.8,0.69,1.09,0.63,0.88,0.98,0.01,0.82,0.73,0.65,0.72,0.52,0.72,0.69
micomt.csv,0.53,0.56,0.64,0.65,0.6,1.0,0.15,0.63,0.91,0.7,0.52,0.58,0.81,0.8,0.79
modplug.csv,0.76,0.63,0.78,0.73,0.55,1.14,0.71,0.55,0.77,0.04,0.66,0.69,0.94,0.45,0.71
ogre.csv,1.0,1.0,0.96,1.0,0.95,0.0,0.98,1.0,1.02,0.96,1.0,0.98,1.0,0.99,0.95
openfrag.csv,0.86,0.87,0.67,0.84,0.68,1.09,0.52,0.49,0.49,0.69,0.06,0.51,0.74,0.72,0.65
oscarmcmaster.csv,0.69,0.72,0.89,0.57,0.86,0.32,0.93,0.58,1.0,0.64,0.83,1.0,1.05,0.92,0.06
pidgin.csv,0.03,0.42,0.61,0.61,0.6,1.2,0.55,0.64,0.63,0.48,0.73,0.79,0.64,0.55,0.59
repositorium.csv,0.52,0.88,0.63,0.87,0.69,0.72,0.78,0.85,0.36,1.01,0.72,0.76,0.9,0.76,0.66
unimrcp.csv,0.77,0.87,0.04,0.68,0.81,0.96,1.0,0.81,1.0,0.81,0.85,0.92,0.21,0.89,0.74
xapian.csv,0.55,0.72,0.69,0.55,0.69,0.73,0.55,0.82,0.79,0.54,0.75,0.63,0.93,0.04,0.59
xqilla.csv,0.94,0.95,1.0,0.68,0.95,0.98,0.93,1.0,1.0,0.86,1.0,0.99,0.0,1.0,0.94
