,pidgin.csv,gnukeda.csv,unimrcp.csv,emulemorph.csv,fceugc.csv,ogre.csv,micomt.csv,gusanos.csv,repositorium.csv,modplug.csv,openfrag.csv,auber.csv,xqilla.csv,xapian.csv,oscarmcmaster.csv
auber.csv,0.81,0.61,0.31,0.0,0.33,1.0,0.21,0.75,0.67,0.95,0.62,0.99,0.0,0.54,0.31
emulemorph.csv,0.64,0.38,0.0,1.0,0.5,1.0,0.0,0.33,0.5,1.0,0.4,1.0,0.0,0.22,0.03
fceugc.csv,0.8,0.52,0.0,0.08,1.0,1.0,0.43,0.7,0.16,0.7,0.68,0.64,0.04,0.22,0.1
gnukeda.csv,0.81,0.97,0.35,0.05,0.36,0.98,0.2,0.75,0.07,0.78,0.54,0.51,0.03,0.32,0.23
gusanos.csv,0.9,0.48,0.32,0.0,0.38,0.98,0.09,1.0,0.09,0.69,0.6,0.55,0.04,0.23,0.22
micomt.csv,0.84,0.65,0.5,0.06,0.53,0.94,1.0,0.74,0.2,0.72,0.74,0.69,0.02,0.25,0.21
modplug.csv,0.75,0.61,0.28,0.07,0.44,0.96,0.21,0.79,0.12,1.0,0.62,0.6,0.03,0.4,0.23
ogre.csv,0.71,0.55,0.28,0.05,0.34,1.0,0.18,0.7,0.09,0.69,0.55,0.55,0.02,0.22,0.22
openfrag.csv,0.73,0.47,0.33,0.05,0.38,0.97,0.28,0.8,0.29,0.74,0.98,0.68,0.03,0.24,0.24
oscarmcmaster.csv,0.79,0.85,0.5,0.1,0.75,1.0,0.1,0.82,0.0,0.84,0.85,0.28,0.0,0.67,1.0
pidgin.csv,0.99,0.76,0.32,0.08,0.4,0.95,0.27,0.79,0.14,0.83,0.54,0.5,0.04,0.35,0.28
repositorium.csv,0.81,0.47,0.41,0.04,0.38,0.98,0.27,0.63,1.0,0.59,0.56,0.58,0.03,0.22,0.24
unimrcp.csv,1.0,0.83,1.0,0.15,0.57,1.0,0.0,0.93,0.0,0.79,0.83,0.5,0.11,0.5,0.3
xapian.csv,0.79,0.58,0.28,0.08,0.34,0.98,0.28,0.63,0.1,0.81,0.53,0.68,0.01,0.96,0.29
xqilla.csv,0.9,0.67,0.0,0.12,0.5,1.0,0.2,0.0,0.0,0.73,0.0,0.33,1.0,0.0,0.5
