,pidgin.csv,gnukeda.csv,unimrcp.csv,emulemorph.csv,fceugc.csv,ogre.csv,micomt.csv,gusanos.csv,repositorium.csv,modplug.csv,openfrag.csv,auber.csv,xqilla.csv,xapian.csv,oscarmcmaster.csv
auber.csv,0.0,0.0,10.0,109.0,2.0,0.0,2.0,4.0,1.0,0.0,1.0,0.0,119.0,0.0,1.0
emulemorph.csv,0.0,4.0,100.0,0.0,1.0,0.0,71.0,0.0,1.0,0.0,1.0,0.0,119.0,0.0,4.0
fceugc.csv,0.0,1.0,100.0,1.0,0.0,0.0,4.0,3.0,7.0,0.0,0.0,0.0,19.0,10.0,8.0
gnukeda.csv,0.0,0.0,7.0,39.0,0.0,0.0,4.0,2.0,16.0,0.0,2.0,1.0,42.0,0.0,5.0
gusanos.csv,0.0,2.0,9.0,109.0,2.0,0.0,18.0,0.0,12.0,0.0,0.0,0.0,22.0,1.0,4.0
micomt.csv,1.0,2.0,4.0,21.0,2.0,0.0,0.0,3.0,3.0,0.0,0.0,1.0,51.0,10.0,11.0
modplug.csv,0.0,1.0,6.0,0.0,1.0,0.0,2.0,4.0,22.0,0.0,1.0,1.0,53.0,4.0,5.0
ogre.csv,1.0,2.0,14.0,3.0,0.0,0.0,3.0,3.0,3.0,0.0,3.0,1.0,60.0,1.0,11.0
openfrag.csv,1.0,3.0,10.0,1.0,5.0,0.0,1.0,3.0,4.0,0.0,0.0,1.0,30.0,0.0,0.0
oscarmcmaster.csv,1.0,0.0,2.0,11.0,0.0,0.0,2.0,3.0,96.0,0.0,0.0,6.0,119.0,1.0,0.0
pidgin.csv,0.0,0.0,10.0,0.0,2.0,0.0,2.0,1.0,12.0,3.0,4.0,1.0,21.0,4.0,1.0
repositorium.csv,5.0,2.0,5.0,27.0,0.0,0.0,3.0,2.0,0.0,0.0,2.0,2.0,49.0,1.0,4.0
unimrcp.csv,0.0,1.0,0.0,9.0,1.0,0.0,71.0,0.0,96.0,3.0,0.0,1.0,6.0,2.0,12.0
xapian.csv,0.0,2.0,5.0,11.0,0.0,0.0,1.0,7.0,7.0,0.0,1.0,1.0,66.0,0.0,0.0
xqilla.csv,1.0,0.0,100.0,3.0,1.0,0.0,4.0,95.0,96.0,3.0,118.0,2.0,0.0,113.0,0.0
