,pidgin.csv,gnukeda.csv,unimrcp.csv,emulemorph.csv,fceugc.csv,ogre.csv,micomt.csv,gusanos.csv,repositorium.csv,modplug.csv,openfrag.csv,auber.csv,xqilla.csv,xapian.csv,oscarmcmaster.csv
auber.csv,0.55,0.7,0.62,0.62,0.58,0.88,0.89,0.46,0.67,0.91,0.56,0.52,0.94,0.75,0.62
emulemorph.csv,0.96,0.88,0.75,0.83,0.5,0.94,0.0,0.92,0.5,0.67,0.8,0.0,0.0,0.89,0.97
fceugc.csv,0.41,0.57,0.0,0.51,0.62,0.74,0.86,0.65,0.79,0.56,0.73,0.82,0.51,0.72,0.88
gnukeda.csv,0.38,0.58,0.47,0.48,0.59,0.61,0.44,0.43,0.56,0.49,0.51,0.54,0.42,0.61,0.45
gusanos.csv,0.58,0.56,0.47,0.68,0.38,0.49,0.42,0.41,0.4,0.49,0.51,0.45,0.48,0.44,0.47
micomt.csv,0.47,0.57,0.7,0.53,0.76,0.97,0.91,0.6,0.8,0.59,0.68,0.62,0.65,0.92,0.46
modplug.csv,0.37,0.46,0.42,0.41,0.39,0.53,0.46,0.4,0.48,0.42,0.47,0.46,0.39,0.52,0.41
ogre.csv,0.38,0.44,0.42,0.41,0.4,0.43,0.41,0.42,0.42,0.4,0.43,0.4,0.39,0.41,0.37
openfrag.csv,0.38,0.53,0.45,0.45,0.38,0.5,0.59,0.42,0.9,0.39,0.52,0.41,0.31,0.4,0.41
oscarmcmaster.csv,0.63,0.92,0.83,0.77,0.75,0.58,0.51,0.62,0.0,0.76,0.92,0.76,0.87,0.67,0.98
pidgin.csv,0.39,0.47,0.42,0.56,0.47,0.57,0.57,0.56,0.6,0.44,0.54,0.85,0.32,0.57,0.54
repositorium.csv,0.43,0.62,0.78,0.96,0.71,0.69,0.91,0.59,0.86,0.48,0.58,0.88,0.35,0.78,0.43
unimrcp.csv,0.87,0.83,0.65,0.92,0.86,0.9,0.75,0.93,0.0,0.86,0.92,0.92,0.7,0.83,0.82
xapian.csv,0.43,0.55,0.53,0.52,0.51,0.61,0.8,0.59,0.59,0.57,0.55,0.59,0.51,0.81,0.61
xqilla.csv,0.9,0.67,0.0,0.88,0.5,0.75,0.8,0.0,0.5,0.91,0.0,0.67,0.67,0.0,0.83
