,openwbem.csv,nova.csv,crisscross.csv,mb-unit.csv,mvdsv.csv,ivataopenportal.csv,elynx.csv,cascading.csv,xcmetadataservicestoolkit.csv,gnome-jabber.csv,glelite.csv,olex2.csv,tencompetence.csv,gisgraphy.csv
cascading.csv,0.55,0.74,0.64,0.62,0.65,0.65,1.11,0.5,0.72,0.98,0.52,0.62,0.71,0.47
crisscross.csv,0.99,1.0,0.44,0.9,1.0,0.8,1.0,0.86,1.02,1.0,0.63,0.99,0.87,0.88
gisgraphy.csv,0.82,1.02,1.01,0.87,0.68,0.98,1.02,0.74,0.8,0.87,0.96,0.89,0.95,0.32
glelite.csv,0.87,0.82,0.75,0.83,1.0,0.97,0.97,0.94,1.0,1.0,0.03,0.64,0.67,1.03
gnome-jabber.csv,0.71,0.97,0.82,0.61,0.75,0.69,0.63,0.64,0.66,0.35,0.7,0.71,0.85,0.56
ivataopenportal.csv,0.72,1.0,0.79,0.86,0.75,0.4,1.15,0.8,0.83,0.81,0.35,1.0,0.92,0.94
mb-unit.csv,1.0,1.01,0.96,0.54,1.0,1.0,0.86,0.73,0.74,1.0,1.0,0.68,0.61,0.96
mvdsv.csv,0.97,0.83,1.0,0.93,0.03,0.99,1.0,0.92,0.82,0.96,0.93,0.92,0.98,0.73
nova.csv,0.65,0.31,0.73,0.76,0.8,0.75,0.85,0.66,0.73,0.56,0.7,0.8,0.68,0.75
olex2.csv,0.83,0.65,0.62,0.61,0.54,0.97,1.03,0.7,0.48,0.74,0.67,0.37,0.83,0.97
openwbem.csv,0.48,0.5,0.55,0.68,0.48,0.85,0.46,0.71,0.54,0.67,0.55,0.61,0.56,0.74
tencompetence.csv,0.85,0.94,0.89,0.71,1.04,0.92,0.44,0.88,0.85,0.82,0.8,0.97,0.32,0.9
xcmetadataservicestoolkit.csv,0.76,0.95,0.89,0.61,0.79,0.88,0.93,0.65,0.45,1.0,1.0,0.63,0.46,1.0
