,olap-navigator.csv,ikvm.csv,sepgsql.csv,mcmc-jags.csv,pidgin.csv,libtorrent.csv,xstore.csv,salasaga.csv,nebuladevice.csv,xtreemfs.csv,natpad.csv
ikvm.csv,0.44,0.0,0.87,0.36,0.7,0.78,0.78,0.99,0.65,0.49,0.73
libtorrent.csv,0.7,0.73,0.77,0.69,0.81,0.0,1.0,1.0,0.92,0.95,0.61
mcmc-jags.csv,0.33,0.73,0.09,0.0,0.22,0.28,0.27,0.22,0.41,0.38,0.47
natpad.csv,0.19,0.3,0.54,0.45,0.23,0.22,0.32,0.08,0.27,0.36,0.0
nebuladevice.csv,0.15,0.13,0.13,0.1,0.2,0.17,0.05,0.07,0.0,0.1,0.06
olap-navigator.csv,0.0,0.63,0.43,0.14,0.33,0.33,0.76,0.82,0.65,0.8,0.28
pidgin.csv,0.48,0.67,0.62,0.45,0.05,0.28,0.32,0.69,0.61,0.66,0.55
salasaga.csv,1.0,0.87,0.69,1.0,0.92,1.0,0.93,0.0,0.87,0.98,0.83
sepgsql.csv,0.19,0.3,0.0,0.02,0.11,0.0,0.02,0.0,0.01,0.0,0.02
xstore.csv,0.37,0.6,0.53,0.02,0.33,0.33,0.0,0.49,0.39,0.49,0.38
xtreemfs.csv,0.52,0.57,0.71,0.14,0.27,0.11,0.39,0.38,0.37,0.02,0.45
