,olap-navigator.csv,ikvm.csv,sepgsql.csv,mcmc-jags.csv,pidgin.csv,libtorrent.csv,xstore.csv,salasaga.csv,nebuladevice.csv,xtreemfs.csv,natpad.csv
ikvm.csv,0.73,1.0,0.05,0.17,0.71,0.83,0.49,0.15,0.08,0.86,0.43
libtorrent.csv,0.69,0.44,0.05,0.31,0.74,1.0,0.52,0.15,0.19,0.85,0.47
mcmc-jags.csv,0.78,0.33,0.09,1.0,0.83,0.87,0.71,0.24,0.12,0.92,0.48
natpad.csv,0.83,0.53,0.05,0.37,0.78,0.87,0.71,0.41,0.24,0.92,1.0
nebuladevice.csv,0.56,0.5,0.09,0.33,0.78,0.85,0.78,0.35,1.0,0.79,0.73
olap-navigator.csv,1.0,0.32,0.08,0.65,0.84,0.9,0.56,0.17,0.21,0.86,0.57
pidgin.csv,0.7,0.46,0.06,0.27,0.98,0.93,0.7,0.2,0.22,0.88,0.47
salasaga.csv,0.64,0.42,0.04,0.26,0.67,0.81,0.48,1.0,0.15,0.8,0.35
sepgsql.csv,0.44,0.44,1.0,0.0,0.82,1.0,0.5,0.0,0.5,1.0,0.0
xstore.csv,0.79,0.25,0.07,0.88,0.83,0.88,1.0,0.23,0.22,0.9,0.55
xtreemfs.csv,0.73,0.47,0.06,0.45,0.84,0.96,0.68,0.23,0.26,1.0,0.52
