,olap-navigator.csv,ikvm.csv,sepgsql.csv,mcmc-jags.csv,pidgin.csv,libtorrent.csv,xstore.csv,salasaga.csv,nebuladevice.csv,xtreemfs.csv,natpad.csv
ikvm.csv,0.67,0.59,0.45,0.78,0.5,0.4,0.52,0.53,0.48,0.48,0.54
libtorrent.csv,0.37,0.38,0.37,0.45,0.36,0.37,0.47,0.53,0.31,0.3,0.36
mcmc-jags.csv,0.47,0.48,0.98,0.86,0.57,0.59,0.47,0.71,0.58,0.41,0.45
natpad.csv,0.55,0.58,0.51,0.67,0.69,0.65,0.47,0.82,0.72,0.42,0.59
nebuladevice.csv,0.89,0.75,0.96,0.67,0.64,0.95,0.89,0.94,0.93,0.96,0.87
olap-navigator.csv,0.53,0.5,0.49,0.71,0.43,0.41,0.46,0.51,0.38,0.32,0.45
pidgin.csv,0.43,0.38,0.37,0.62,0.39,0.4,0.53,0.48,0.38,0.34,0.39
salasaga.csv,0.5,0.4,0.51,0.44,0.47,0.42,0.53,0.92,0.37,0.38,0.57
sepgsql.csv,0.89,0.62,0.96,0.0,0.97,0.67,0.5,0.0,0.5,0.8,0.0
xstore.csv,0.42,0.46,0.46,0.75,0.47,0.5,0.51,0.5,0.47,0.35,0.38
xtreemfs.csv,0.43,0.38,0.35,0.64,0.39,0.46,0.42,0.46,0.49,0.34,0.34
