,pclasses.csv,tzod.csv,atlc.csv,theresa.csv,pfaedit.csv,thrust.csv,yaprm.csv,tktoolkit.csv,miranda-icq.csv,aten.csv,trinitycore.csv,rockbox.csv
atlc.csv,0.6,0.69,0.48,0.51,0.49,0.4,0.52,0.41,0.49,0.47,0.49,0.44
miranda-icq.csv,0.52,0.5,0.43,0.4,0.76,0.47,0.44,0.89,0.53,0.43,0.46,0.56
pclasses.csv,0.62,0.44,0.0,0.9,0.9,0.5,0.92,0.5,0.0,0.62,0.62,0.49
pfaedit.csv,0.86,0.48,0.91,0.59,0.38,0.0,0.39,0.93,0.83,0.44,0.44,0.7
rockbox.csv,0.44,0.34,0.0,0.43,0.32,0.52,0.3,0.43,0.37,0.38,0.39,0.36
theresa.csv,0.61,0.36,0.58,0.5,0.36,0.67,0.45,0.38,0.51,0.37,0.54,0.75
thrust.csv,0.5,0.8,0.5,0.0,0.94,0.64,0.92,0.95,0.96,0.94,0.95,0.76
tktoolkit.csv,0.93,0.61,0.83,0.0,0.36,0.51,0.75,0.96,0.66,0.72,0.69,0.44
trinitycore.csv,0.5,0.5,0.0,0.48,0.9,0.44,0.34,0.96,0.94,0.44,0.53,0.78
tzod.csv,0.48,0.44,0.52,0.6,0.34,0.92,0.59,0.38,0.48,0.38,0.57,0.89
yaprm.csv,0.52,0.71,0.0,0.62,0.74,0.63,0.44,0.5,0.86,0.37,0.53,0.67
