,x4x.csv,xharbour.csv,megasquirtavr.csv,atomsite.csv,hazelcast.csv,emisview.csv,trackit.csv,betoffice.csv,jitterbit.csv,wxlua.csv,bnetd.csv,jppf-project.csv,bionote.csv,l2j.csv,stajistics.csv,elvishrayrenderer.csv
atomsite.csv,0.0,0.71,0.0,0.65,0.53,0.55,0.17,0.09,0.52,0.29,0.62,0.58,0.56,0.5,0.42,0.61
betoffice.csv,0.53,0.34,0.42,0.38,0.0,0.44,0.17,0.6,0.28,0.39,0.44,0.38,0.38,0.54,0.44,0.6
bionote.csv,0.38,0.71,0.35,0.11,0.19,0.05,0.12,0.36,0.35,0.26,0.3,0.5,0.86,0.56,0.41,0.47
bnetd.csv,0.29,0.0,0.38,0.45,0.44,0.47,0.41,0.0,0.63,0.47,0.67,0.0,0.63,0.05,0.34,0.54
elvishrayrenderer.csv,0.54,0.49,0.06,0.72,0.76,0.72,0.14,0.05,0.21,0.53,0.27,0.42,0.83,0.39,0.63,0.79
emisview.csv,0.2,0.0,0.06,0.45,0.45,0.71,0.2,0.11,0.5,0.0,0.37,0.4,0.53,0.19,0.45,0.15
hazelcast.csv,0.46,0.65,0.63,0.61,0.96,0.42,0.5,0.55,0.47,0.58,0.56,0.68,0.64,0.36,0.7,0.52
jitterbit.csv,0.0,0.63,0.39,0.65,0.64,0.54,0.36,0.05,0.71,0.26,0.33,0.47,0.41,0.43,0.64,0.65
jppf-project.csv,0.43,0.45,0.38,0.31,0.57,0.38,0.52,0.47,0.42,0.45,0.38,0.81,0.61,0.51,0.57,0.41
l2j.csv,0.41,0.6,0.35,0.65,0.56,0.62,0.51,0.57,0.64,0.44,0.64,0.44,0.41,0.72,0.55,0.49
megasquirtavr.csv,0.0,0.0,0.64,0.17,0.0,0.0,0.5,0.43,0.65,0.52,0.0,0.4,0.0,0.0,0.42,0.46
stajistics.csv,0.61,0.2,0.0,0.0,0.69,0.3,0.18,0.48,0.44,0.66,0.69,0.0,0.66,0.69,0.68,0.49
trackit.csv,0.14,0.0,0.06,0.47,0.24,0.34,0.63,0.02,0.23,0.26,0.28,0.01,0.15,0.01,0.16,0.04
wxlua.csv,0.35,0.35,0.44,0.36,0.22,0.2,0.46,0.02,0.52,0.73,0.13,0.41,0.48,0.48,0.27,0.51
x4x.csv,0.72,0.69,0.64,0.61,0.48,0.63,0.53,0.47,0.57,0.23,0.69,0.48,0.37,0.57,0.5,0.54
xharbour.csv,0.0,0.81,0.3,0.41,0.34,0.29,0.17,0.55,0.49,0.66,0.24,0.38,0.69,0.54,0.32,0.44
