,heekscad.csv,gamestone.csv,xcsoar.csv,igarden.csv,gbif-providertoolkit.csv,piccolo2d.csv,levent.csv,jstock.csv,pnotepad.csv,trinitycore.csv,geochat.csv
gamestone.csv,0.83,0.37,0.5,0.33,0.18,0.29,0.0,0.28,0.8,0.24,0.26
gbif-providertoolkit.csv,0.63,0.0,0.38,0.33,0.35,0.0,1.0,0.32,0.85,0.17,0.19
geochat.csv,0.42,0.08,0.17,0.2,0.12,0.23,0.62,0.12,0.6,0.23,0.42
heekscad.csv,0.82,0.19,0.61,0.4,0.21,0.21,0.7,0.28,0.92,0.31,0.23
igarden.csv,0.88,0.25,0.8,0.46,0.29,0.25,0.83,0.42,0.92,0.4,0.21
jstock.csv,0.81,0.19,0.62,0.37,0.4,0.29,1.0,0.52,0.96,0.34,0.26
levent.csv,0.78,0.5,0.0,0.0,0.2,0.17,0.79,0.43,0.0,0.0,0.0
piccolo2d.csv,0.9,0.0,0.88,0.67,0.31,0.35,0.8,0.33,0.91,0.4,0.27
pnotepad.csv,0.88,0.22,0.49,0.32,0.16,0.17,0.7,0.31,1.0,0.34,0.24
trinitycore.csv,0.92,0.18,0.56,0.37,0.2,0.19,0.75,0.21,0.88,0.38,0.13
xcsoar.csv,0.8,0.11,0.68,0.39,0.33,0.16,0.74,0.57,1.0,0.34,0.28
