,heekscad.csv,xcsoar.csv,ikvm.csv,jcae.csv,xuggle.csv,gbif-providertoolkit.csv,qcad2.csv,levent.csv,jaxen.csv,nicepress.csv,customwars.csv,archive-crawler.csv,quarkplusplus.csv,all-plasm.csv,sigil.csv,pnotepad.csv,qedo.csv,gss.csv
all-plasm.csv,0.52,0.77,0.47,0.69,0.7,0.51,0.6,0.74,0.44,0.83,0.5,0.85,0.63,0.0,0.51,0.83,0.9,0.78
archive-crawler.csv,0.82,0.77,0.84,0.63,0.67,0.88,0.78,0.96,0.96,0.71,0.87,0.0,0.96,0.83,0.78,0.8,0.71,0.82
customwars.csv,0.74,0.7,0.57,0.78,0.79,0.77,0.79,0.84,0.81,0.81,0.0,0.79,0.66,0.81,0.65,0.76,0.49,0.82
gbif-providertoolkit.csv,0.69,0.88,0.87,0.78,0.67,0.0,0.57,0.79,0.61,0.65,0.58,0.92,0.72,0.81,0.47,0.88,0.98,0.9
gss.csv,0.79,0.6,0.59,0.72,0.49,0.68,0.52,0.57,0.68,0.71,0.71,0.74,0.68,1.01,0.73,0.48,0.84,0.0
heekscad.csv,0.0,0.47,0.8,0.77,0.47,0.65,0.54,0.67,0.83,0.51,0.85,0.69,0.55,0.62,0.38,0.37,0.66,0.78
ikvm.csv,0.86,0.72,0.0,0.76,0.79,0.77,0.74,0.79,0.43,0.72,0.75,0.75,0.86,0.78,0.87,0.66,0.87,0.51
jaxen.csv,0.61,0.95,0.91,0.89,0.83,0.79,0.68,0.88,0.0,0.87,0.67,0.69,0.96,0.62,0.85,0.85,1.0,0.83
jcae.csv,0.78,0.95,0.82,0.0,0.76,0.79,0.73,0.94,0.41,0.81,0.66,0.84,0.88,0.81,0.87,0.92,0.96,0.9
levent.csv,0.42,0.64,0.76,0.49,0.61,0.6,0.78,0.0,0.94,0.83,0.76,0.72,0.72,0.69,0.58,0.65,0.9,0.59
nicepress.csv,0.87,0.57,0.83,0.62,0.71,0.62,0.76,0.65,0.81,0.0,0.95,0.77,1.01,0.87,0.61,0.78,0.8,0.68
pnotepad.csv,0.81,0.74,0.88,0.95,0.56,0.87,0.63,0.55,0.74,0.76,0.95,0.8,0.75,0.97,0.57,0.02,0.72,0.84
qcad2.csv,0.72,0.64,0.58,0.51,0.71,0.52,0.0,0.92,0.74,0.71,0.57,0.81,0.85,0.62,0.57,0.88,0.87,0.57
qedo.csv,0.96,0.98,0.92,1.01,0.89,0.93,0.98,1.0,1.03,0.98,1.0,1.0,1.0,0.95,1.0,0.76,0.0,0.83
quarkplusplus.csv,0.65,0.86,0.97,0.46,0.66,0.79,0.55,0.75,0.5,0.75,0.52,0.81,0.0,0.72,0.53,0.76,1.04,0.83
sigil.csv,0.49,0.67,0.91,0.29,0.46,0.47,0.44,0.51,0.56,0.55,0.71,0.57,0.59,0.49,0.0,0.62,0.93,0.74
xcsoar.csv,0.41,0.02,0.63,0.58,0.52,0.62,0.54,0.56,0.4,0.54,0.56,0.77,0.58,0.7,0.49,0.54,0.96,0.61
xuggle.csv,0.44,0.91,0.76,1.0,0.07,0.75,0.73,0.8,0.8,0.76,0.78,0.67,0.98,0.69,0.65,0.95,0.83,0.7
