,heekscad.csv,xcsoar.csv,ikvm.csv,jcae.csv,xuggle.csv,gbif-providertoolkit.csv,qcad2.csv,levent.csv,jaxen.csv,nicepress.csv,customwars.csv,archive-crawler.csv,quarkplusplus.csv,all-plasm.csv,sigil.csv,pnotepad.csv,qedo.csv,gss.csv
all-plasm.csv,0.6,0.45,0.65,0.37,0.39,0.6,0.5,0.31,0.75,0.26,0.74,0.39,0.57,1.0,0.64,0.27,0.33,0.4
archive-crawler.csv,0.48,0.31,0.43,0.48,0.56,0.17,0.55,0.17,0.33,0.45,0.21,1.0,0.37,0.22,0.48,0.4,0.4,0.24
customwars.csv,0.36,0.37,0.53,0.26,0.26,0.39,0.27,0.23,0.24,0.26,1.0,0.33,0.42,0.23,0.42,0.31,0.65,0.27
gbif-providertoolkit.csv,0.36,0.15,0.17,0.26,0.4,1.0,0.55,0.26,0.45,0.46,0.55,0.11,0.33,0.23,0.6,0.15,0.06,0.12
gss.csv,0.54,0.7,0.61,0.63,0.64,0.61,0.72,0.65,0.7,0.63,0.6,0.55,0.59,0.24,0.58,0.7,0.48,1.0
heekscad.csv,1.0,0.74,0.52,0.6,0.77,0.62,0.7,0.58,0.51,0.7,0.46,0.68,0.56,0.7,0.78,0.71,0.63,0.56
ikvm.csv,0.37,0.34,1.0,0.45,0.3,0.48,0.35,0.26,0.64,0.37,0.43,0.38,0.2,0.4,0.24,0.46,0.17,0.57
jaxen.csv,0.47,0.06,0.11,0.13,0.2,0.25,0.38,0.15,1.0,0.17,0.39,0.39,0.05,0.43,0.18,0.18,0.0,0.2
jcae.csv,0.26,0.06,0.21,1.0,0.28,0.25,0.31,0.07,0.64,0.23,0.4,0.2,0.15,0.23,0.16,0.1,0.06,0.12
levent.csv,0.75,0.66,0.54,0.67,0.67,0.65,0.56,1.0,0.31,0.49,0.57,0.49,0.65,0.59,0.73,0.56,0.36,0.51
nicepress.csv,0.22,0.5,0.21,0.48,0.34,0.47,0.31,0.43,0.24,1.0,0.07,0.34,0.0,0.17,0.45,0.27,0.27,0.38
pnotepad.csv,0.53,0.62,0.41,0.21,0.74,0.42,0.71,0.68,0.64,0.61,0.2,0.53,0.58,0.13,0.75,0.98,0.59,0.48
qcad2.csv,0.43,0.47,0.49,0.59,0.35,0.72,1.0,0.32,0.42,0.4,0.55,0.46,0.47,0.51,0.5,0.3,0.37,0.67
qedo.csv,0.05,0.02,0.11,0.0,0.13,0.09,0.02,0.0,0.0,0.04,0.0,0.0,0.0,0.06,0.0,0.31,1.0,0.2
quarkplusplus.csv,0.4,0.17,0.11,0.61,0.43,0.25,0.54,0.31,0.62,0.35,0.57,0.26,1.0,0.34,0.63,0.31,0.06,0.2
sigil.csv,0.6,0.42,0.21,0.79,0.64,0.65,0.73,0.61,0.71,0.59,0.6,0.58,0.55,0.71,1.0,0.46,0.21,0.34
xcsoar.csv,0.71,0.98,0.55,0.69,0.59,0.6,0.65,0.51,0.77,0.61,0.66,0.49,0.5,0.49,0.64,0.54,0.21,0.52
xuggle.csv,0.73,0.34,0.48,0.13,0.94,0.33,0.54,0.52,0.24,0.57,0.38,0.62,0.13,0.59,0.63,0.32,0.49,0.6
