,heekscad.csv,xcsoar.csv,ikvm.csv,jcae.csv,xuggle.csv,gbif-providertoolkit.csv,qcad2.csv,levent.csv,jaxen.csv,nicepress.csv,customwars.csv,archive-crawler.csv,quarkplusplus.csv,all-plasm.csv,sigil.csv,pnotepad.csv,qedo.csv,gss.csv
all-plasm.csv,0.66,0.42,0.62,0.23,0.2,0.4,0.46,0.41,0.2,0.25,0.37,0.28,0.53,1.0,0.68,0.35,0.08,0.44
archive-crawler.csv,0.56,0.34,0.39,0.22,0.2,0.13,0.48,0.75,0.08,0.38,0.12,1.0,0.41,0.27,0.52,0.51,0.15,0.3
customwars.csv,0.43,0.42,0.54,0.27,0.23,0.21,0.29,0.31,0.13,0.27,1.0,0.27,0.45,0.31,0.5,0.41,0.24,0.33
gbif-providertoolkit.csv,0.47,0.22,0.21,0.31,0.28,1.0,0.49,0.34,0.22,0.42,0.31,0.13,0.4,0.31,0.67,0.22,0.03,0.18
gss.csv,0.75,0.65,0.56,0.22,0.3,0.31,0.58,0.72,0.15,0.54,0.28,0.41,0.54,0.42,0.66,0.8,0.13,1.0
heekscad.csv,1.0,0.68,0.55,0.23,0.31,0.32,0.56,0.67,0.13,0.57,0.25,0.53,0.55,0.63,0.79,0.8,0.18,0.7
ikvm.csv,0.42,0.4,1.0,0.15,0.15,0.23,0.34,0.34,0.29,0.36,0.21,0.31,0.23,0.37,0.29,0.56,0.12,0.64
jaxen.csv,0.55,0.1,0.15,0.18,0.22,0.3,0.42,0.22,1.0,0.2,0.29,0.37,0.08,0.53,0.25,0.25,0.0,0.29
jcae.csv,0.35,0.1,0.28,1.0,0.34,0.33,0.39,0.12,0.4,0.3,0.33,0.22,0.22,0.31,0.24,0.15,0.06,0.18
levent.csv,0.78,0.62,0.5,0.28,0.25,0.34,0.5,1.0,0.1,0.52,0.28,0.36,0.66,0.53,0.77,0.69,0.09,0.57
nicepress.csv,0.28,0.55,0.26,0.23,0.23,0.33,0.32,0.52,0.11,1.0,0.06,0.29,0.0,0.21,0.54,0.37,0.14,0.47
pnotepad.csv,0.78,0.65,0.57,0.19,0.28,0.31,0.58,0.75,0.14,0.56,0.25,0.48,0.58,0.55,0.79,0.99,0.16,0.65
qcad2.csv,0.49,0.48,0.53,0.29,0.26,0.39,1.0,0.78,0.09,0.37,0.32,0.32,0.53,0.49,0.58,0.39,0.09,0.71
qedo.csv,0.07,0.03,0.14,0.0,0.16,0.09,0.04,0.0,0.0,0.04,0.0,0.0,0.0,0.09,0.0,0.41,1.0,0.28
quarkplusplus.csv,0.5,0.23,0.12,0.45,0.23,0.25,0.51,0.4,0.18,0.33,0.39,0.26,1.0,0.4,0.67,0.41,0.02,0.29
sigil.csv,0.67,0.44,0.21,0.45,0.35,0.42,0.61,0.68,0.15,0.51,0.28,0.46,0.53,0.64,1.0,0.57,0.06,0.41
xcsoar.csv,0.75,0.98,0.51,0.24,0.3,0.32,0.53,0.61,0.22,0.52,0.32,0.35,0.52,0.44,0.68,0.65,0.06,0.58
xuggle.csv,0.76,0.57,0.44,0.04,0.96,0.24,0.43,0.68,0.22,0.49,0.18,0.46,0.55,0.53,0.68,0.75,0.16,0.68
