,opennms.csv,phet.csv,e-bio-flow.csv,aten.csv,runuomondains.csv,exl.csv
e-bio-flow.csv,96.5,568.5,194.0,98.5,94.5,96.5
exl.csv,295.0,395.0,289.5,99.0,326.5,98.5
opennms.csv,193.5,294.0,95.5,99.0,94.5,79.5
phet.csv,295.0,1389.0,95.5,99.0,309.5,291.0
runuomondains.csv,97.5,296.5,192.0,97.5,93.5,99.0
