,campsoft.csv,sevenupdate.csv,extprosys.csv,opennms.csv,rohxel.csv,japano.csv,encog-cs.csv,lockss.csv,officefloor.csv,freewrl.csv,roller.csv,aten.csv,xfce.csv,papertoolkit.csv,glas.csv,ibatisdb.csv,soar.csv,primefaces.csv,xcf.csv,web-cat.csv
encog-cs.csv,0.01,0.89,0.23,0.25,0.77,0.94,0.99,0.17,0.05,0.53,0.59,0.99,0.69,0.04,0.41,0.27,0.55,0.7,0.52,0.4
extprosys.csv,0.0,0.92,0.93,0.25,0.78,0.94,0.34,0.2,0.03,0.53,0.54,0.99,0.65,0.04,0.27,0.25,0.55,0.55,0.47,0.41
freewrl.csv,0.0,0.93,0.34,0.24,0.93,1.0,0.48,0.12,0.04,1.0,0.8,1.0,0.88,0.09,0.33,0.21,0.5,0.48,0.4,0.44
glas.csv,0.02,0.86,0.44,0.24,0.83,0.93,0.36,0.17,0.02,0.36,0.5,0.99,0.57,0.0,1.0,0.28,0.55,0.66,0.48,0.26
ibatisdb.csv,0.0,0.89,0.12,0.23,0.92,0.97,0.5,0.2,0.04,0.5,0.8,0.99,0.48,0.0,0.49,1.0,1.0,1.0,0.45,0.8
japano.csv,0.01,0.88,0.32,0.25,0.87,1.0,0.35,0.22,0.03,0.54,0.59,0.99,0.72,0.06,0.39,0.25,0.49,0.58,0.61,0.38
lockss.csv,0.0,0.89,0.36,0.23,0.83,0.9,0.41,1.0,0.02,0.58,0.79,1.0,0.87,0.0,0.5,0.23,0.53,0.49,0.67,0.5
officefloor.csv,0.0,0.95,0.29,0.32,0.76,0.94,0.5,0.11,0.9,0.49,0.57,1.0,0.68,0.06,0.4,0.26,0.55,0.61,0.51,0.42
opennms.csv,0.0,0.88,0.47,0.93,0.78,1.0,0.61,0.31,0.04,0.44,0.73,1.0,0.6,0.0,0.4,0.09,0.48,0.5,0.5,0.0
papertoolkit.csv,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.25,0.04,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
primefaces.csv,0.01,0.86,0.29,0.24,0.74,0.89,0.28,0.12,0.02,0.78,0.6,0.99,0.69,0.08,0.4,0.37,0.0,0.98,0.47,0.46
rohxel.csv,0.02,0.87,0.35,0.29,1.0,0.96,0.41,0.24,0.05,0.56,0.59,1.0,0.73,0.0,0.45,0.34,0.76,0.6,0.73,0.39
roller.csv,0.02,0.92,0.28,0.28,0.85,0.94,0.47,0.29,0.03,0.33,0.99,1.0,0.76,0.09,0.42,0.2,0.43,0.67,0.48,0.44
sevenupdate.csv,0.0,1.0,0.28,0.27,0.76,0.93,0.34,0.2,0.03,0.53,0.6,0.99,0.69,0.05,0.4,0.25,0.55,0.6,0.55,0.38
soar.csv,0.02,0.88,0.25,0.2,0.83,0.93,0.31,0.14,0.04,0.52,0.6,0.99,0.73,0.02,0.44,0.32,1.0,0.6,0.47,0.36
web-cat.csv,0.0,0.85,0.14,0.25,0.75,0.94,0.38,0.12,0.02,0.5,0.45,0.99,0.43,0.02,0.35,0.4,0.55,0.65,0.5,1.0
xcf.csv,0.0,0.82,0.34,0.33,0.75,0.92,0.44,0.26,0.05,0.58,0.61,1.0,0.77,0.07,0.44,0.22,0.5,0.61,1.0,0.39
xfce.csv,0.01,0.89,0.31,0.29,0.78,0.92,0.35,0.25,0.03,0.55,0.59,0.99,0.99,0.06,0.45,0.14,0.57,0.59,0.43,0.38
