,campsoft.csv,sevenupdate.csv,extprosys.csv,opennms.csv,rohxel.csv,japano.csv,encog-cs.csv,lockss.csv,officefloor.csv,freewrl.csv,roller.csv,aten.csv,xfce.csv,papertoolkit.csv,glas.csv,ibatisdb.csv,soar.csv,primefaces.csv,xcf.csv,web-cat.csv
encog-cs.csv,0.44,0.42,0.65,0.43,0.38,0.49,0.61,0.42,0.54,0.5,0.34,0.52,0.53,0.37,0.49,0.44,0.36,0.48,0.39,0.36
extprosys.csv,0.34,0.58,0.76,0.4,0.49,0.58,0.39,0.47,0.53,0.33,0.45,0.73,0.7,0.4,0.92,0.48,0.36,0.4,0.45,0.52
freewrl.csv,0.59,0.45,0.6,0.76,0.67,0.9,0.7,0.94,0.68,0.42,0.46,0.54,0.61,0.57,0.94,0.73,0.56,0.52,0.8,0.89
glas.csv,0.51,0.58,0.94,0.63,0.62,0.69,0.41,0.72,0.63,0.68,0.81,0.64,0.87,0.54,0.65,0.57,0.77,0.59,0.62,0.74
ibatisdb.csv,0.94,0.89,0.96,0.86,0.92,0.85,0.96,0.69,0.99,0.88,0.95,0.68,0.98,0.86,0.72,0.82,0.75,0.8,0.91,0.8
japano.csv,0.32,0.44,0.5,0.4,0.44,0.49,0.36,0.4,0.45,0.33,0.39,0.41,0.45,0.38,0.51,0.43,0.49,0.35,0.43,0.33
lockss.csv,0.92,0.78,0.95,0.92,0.5,0.95,0.94,0.9,1.0,0.75,0.74,0.59,0.77,0.75,0.5,0.95,0.59,0.43,0.89,0.5
officefloor.csv,0.92,0.85,0.59,0.94,0.43,0.56,0.5,0.97,0.97,0.41,0.37,0.39,0.49,0.62,0.47,0.48,0.36,0.67,0.42,0.4
opennms.csv,0.94,0.71,0.93,0.75,0.61,0.88,0.96,0.92,0.99,0.81,0.95,0.85,0.9,0.89,0.9,0.91,0.7,0.9,0.75,0.5
papertoolkit.csv,0.0,0.5,0.0,0.5,0.0,0.67,0.0,0.92,0.98,0.0,0.0,0.0,0.0,0.67,0.0,0.0,0.0,0.0,0.75,0.0
primefaces.csv,0.4,0.55,0.48,0.5,0.35,0.47,0.6,0.9,0.66,0.89,0.36,0.36,0.46,0.55,0.47,0.56,0.5,0.41,0.53,0.35
rohxel.csv,0.4,0.47,0.58,0.63,0.44,0.47,0.42,0.49,0.61,0.89,0.4,0.34,0.44,0.76,0.51,0.53,0.76,0.35,0.53,0.5
roller.csv,0.4,0.41,0.57,0.56,0.45,0.47,0.41,0.54,0.51,0.67,0.44,0.63,0.45,0.57,0.54,0.51,0.86,0.67,0.67,0.5
sevenupdate.csv,0.31,0.47,0.47,0.37,0.39,0.48,0.45,0.46,0.46,0.33,0.38,0.38,0.46,0.5,0.47,0.42,0.36,0.33,0.44,0.32
soar.csv,0.47,0.56,0.58,0.43,0.65,0.53,0.47,0.47,0.48,0.52,0.43,0.47,0.56,0.42,0.47,0.46,0.52,0.44,0.47,0.32
web-cat.csv,0.89,0.85,0.97,0.61,0.53,0.98,0.97,0.79,1.0,0.35,0.72,0.68,0.93,0.5,0.63,0.74,0.38,0.78,0.79,0.61
xcf.csv,0.42,0.55,0.52,0.46,0.5,0.42,0.44,0.45,0.53,0.32,0.41,0.38,0.49,0.52,0.74,0.49,0.29,0.42,0.5,0.39
xfce.csv,0.34,0.47,0.51,0.39,0.44,0.43,0.37,0.41,0.47,0.34,0.4,0.43,0.46,0.4,0.69,0.51,0.4,0.36,0.43,0.36
