,campsoft.csv,sevenupdate.csv,extprosys.csv,opennms.csv,rohxel.csv,japano.csv,encog-cs.csv,lockss.csv,officefloor.csv,freewrl.csv,roller.csv,aten.csv,xfce.csv,papertoolkit.csv,glas.csv,ibatisdb.csv,soar.csv,primefaces.csv,xcf.csv,web-cat.csv
encog-cs.csv,50.0,0.0,2.0,7.0,0.0,0.0,0.0,6.0,74.0,3.0,0.0,0.0,0.0,21.0,6.0,17.0,0.0,2.0,4.0,1.0
extprosys.csv,104.0,0.0,1.0,1.0,0.0,0.0,16.0,6.0,308.0,4.0,0.0,0.0,1.0,21.0,7.0,17.0,0.0,2.0,4.0,1.0
freewrl.csv,104.0,0.0,0.0,2.0,0.0,0.0,4.0,3.0,77.0,0.0,0.0,0.0,0.0,3.0,1.0,12.0,1.0,0.0,3.0,2.0
glas.csv,45.0,0.0,1.0,3.0,0.0,0.0,16.0,6.0,352.0,4.0,0.0,0.0,1.0,62.0,0.0,14.0,2.0,2.0,9.0,1.0
ibatisdb.csv,104.0,0.0,9.0,9.0,0.0,0.0,1.0,10.0,5.0,2.0,1.0,0.0,0.0,62.0,8.0,0.0,0.0,0.0,2.0,0.0
japano.csv,78.0,0.0,1.0,1.0,0.0,0.0,16.0,5.0,320.0,3.0,0.0,0.0,1.0,17.0,8.0,17.0,0.0,2.0,3.0,1.0
lockss.csv,104.0,1.0,7.0,3.0,0.0,0.0,7.0,0.0,340.0,1.0,0.0,0.0,0.0,62.0,0.0,7.0,0.0,3.0,3.0,1.0
officefloor.csv,104.0,0.0,2.0,0.0,0.0,0.0,1.0,6.0,2.0,5.0,0.0,0.0,1.0,19.0,6.0,17.0,0.0,2.0,4.0,1.0
opennms.csv,104.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,18.0,3.0,2.0,0.0,0.0,62.0,6.0,7.0,0.0,2.0,2.0,49.0
papertoolkit.csv,104.0,0.0,186.0,104.0,49.0,0.0,183.0,3.0,37.0,50.0,0.0,196.0,250.0,0.0,91.0,140.0,55.0,66.0,0.0,49.0
primefaces.csv,49.0,0.0,2.0,0.0,1.0,0.0,20.0,4.0,313.0,0.0,0.0,0.0,1.0,17.0,6.0,6.0,55.0,0.0,1.0,0.0
rohxel.csv,43.0,0.0,0.0,10.0,0.0,0.0,1.0,13.0,73.0,2.0,2.0,0.0,1.0,62.0,4.0,4.0,0.0,1.0,2.0,1.0
roller.csv,44.0,0.0,1.0,0.0,1.0,0.0,3.0,7.0,382.0,2.0,0.0,0.0,0.0,3.0,3.0,22.0,1.0,1.0,10.0,4.0
sevenupdate.csv,104.0,0.0,2.0,1.0,0.0,0.0,16.0,23.0,323.0,4.0,1.0,0.0,1.0,21.0,6.0,17.0,0.0,2.0,4.0,1.0
soar.csv,40.0,0.0,2.0,0.0,0.0,0.0,2.0,15.0,73.0,4.0,0.0,0.0,0.0,18.0,1.0,9.0,0.0,2.0,3.0,3.0
web-cat.csv,104.0,0.0,15.0,15.0,0.0,0.0,6.0,6.0,225.0,6.0,11.0,0.0,2.0,23.0,7.0,6.0,0.0,2.0,2.0,0.0
xcf.csv,104.0,0.0,5.0,6.0,1.0,0.0,0.0,2.0,36.0,2.0,1.0,0.0,0.0,10.0,6.0,5.0,1.0,1.0,0.0,2.0
xfce.csv,66.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,317.0,2.0,0.0,0.0,0.0,14.0,1.0,10.0,2.0,0.0,12.0,1.0
