,campsoft.csv,jahshaka.csv,jmoney.csv,sblim.csv,swtfox.csv,calcubetimer.csv,freedom-erp.csv,elynx.csv,tart.csv,reaper3d.csv
calcubetimer.csv,0.0,0.15,0.5,0.32,0.24,1.0,0.61,0.0,0.06,0.06
freedom-erp.csv,0.0,0.17,0.58,0.33,0.22,0.97,0.76,0.0,0.0,0.0
jahshaka.csv,0.02,0.47,0.38,0.14,0.39,0.92,0.62,0.03,0.02,0.04
jmoney.csv,0.0,0.33,0.72,0.2,0.31,1.0,0.69,0.0,0.07,0.12
reaper3d.csv,0.02,0.44,0.41,0.37,0.5,1.0,0.64,0.0,0.05,0.14
sblim.csv,0.0,0.24,0.5,0.5,0.38,1.0,0.68,0.02,0.06,0.06
swtfox.csv,0.05,0.09,0.14,0.18,0.63,0.88,0.51,0.0,0.08,0.07
tart.csv,0.0,0.0,0.32,0.42,0.46,0.89,0.17,0.0,0.15,0.11
