,campsoft.csv,jahshaka.csv,jmoney.csv,sblim.csv,swtfox.csv,calcubetimer.csv,freedom-erp.csv,elynx.csv,tart.csv,reaper3d.csv
calcubetimer.csv,0.32,0.75,0.33,0.41,0.36,0.45,0.3,0.38,0.35,0.94
freedom-erp.csv,0.5,0.83,0.83,0.92,0.58,0.43,0.35,0.0,0.9,0.5
jahshaka.csv,0.49,0.53,0.5,0.58,0.5,0.52,0.44,0.42,0.51,0.43
jmoney.csv,0.42,0.43,0.4,0.46,0.37,0.37,0.6,0.34,0.37,0.42
reaper3d.csv,0.46,0.78,0.55,0.57,0.9,0.83,0.47,0.41,0.44,0.54
sblim.csv,0.45,0.51,0.33,0.53,0.88,0.7,0.68,0.36,0.38,0.94
swtfox.csv,0.91,0.82,0.82,0.91,0.73,0.72,0.73,0.65,0.58,0.55
tart.csv,0.48,0.8,0.43,0.48,0.56,0.68,0.83,0.88,0.63,0.61
