,sauerbraten.csv,brlcad.csv,delphilhlplib.csv,fltk.csv,exordium.csv,gzigzag.csv,mptvseries.csv,toped.csv,ogre.csv,autat.csv,mimosa.csv,irrlicht.csv,qse.csv,truevision.csv,zoolib.csv,openfrag.csv,auber.csv,google-web-toolkit.csv,qdvdauthor.csv
auber.csv,0.71,0.49,0.61,0.97,0.59,0.56,0.68,0.33,0.5,0.72,1.0,0.86,0.77,0.37,0.11,0.49,0.24,0.62,0.68
autat.csv,0.79,0.11,0.11,0.42,0.12,0.25,0.16,0.22,0.5,0.29,0.52,0.31,0.09,0.06,0.05,0.06,0.18,0.27,0.16
brlcad.csv,0.96,0.43,0.11,0.03,0.04,0.23,0.0,0.33,0.5,0.34,0.02,0.2,0.19,0.04,0.34,0.08,0.49,0.24,0.26
delphilhlplib.csv,0.92,0.27,0.33,0.15,0.59,0.45,0.13,0.22,0.5,0.47,0.12,0.35,0.0,0.21,0.26,0.11,0.36,0.53,0.42
exordium.csv,0.5,0.11,0.5,0.13,0.2,0.39,0.16,0.44,0.0,0.19,0.14,0.14,0.0,0.06,0.2,0.06,0.13,0.34,0.11
fltk.csv,0.62,0.27,0.33,0.27,0.32,0.67,0.35,0.22,0.5,0.94,0.86,0.47,0.55,0.17,0.07,0.28,0.24,0.56,0.42
google-web-toolkit.csv,0.71,0.29,0.78,0.56,0.25,0.42,0.23,0.11,0.5,0.65,0.95,0.29,0.06,0.18,0.13,0.15,0.18,0.39,0.26
gzigzag.csv,0.25,0.03,0.11,0.05,0.02,0.31,0.13,0.22,0.75,0.38,0.1,0.1,0.0,0.04,0.07,0.0,0.07,0.33,0.05
irrlicht.csv,1.0,0.0,1.0,0.97,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.57,1.0,1.0,0.97,1.0,1.0,0.05,1.0
mimosa.csv,0.88,0.77,0.83,0.23,0.79,0.88,0.77,0.56,1.0,0.94,0.21,0.51,0.64,0.89,0.9,0.83,0.91,0.79,0.89
mptvseries.csv,0.38,0.49,0.0,0.16,0.21,0.13,0.23,0.11,0.5,0.21,0.5,0.2,0.11,0.11,0.06,0.04,0.18,0.15,0.16
ogre.csv,0.12,0.36,0.72,0.49,0.82,0.85,0.81,1.0,0.0,0.69,0.24,0.78,0.53,0.97,0.85,0.85,0.78,0.65,0.68
openfrag.csv,0.83,0.62,0.83,0.6,0.5,0.61,0.19,0.44,1.0,0.91,0.79,0.51,0.02,0.17,0.14,0.23,0.31,0.65,0.47
qdvdauthor.csv,0.12,0.9,0.61,0.84,0.5,0.38,0.55,0.56,1.0,0.71,0.52,0.65,1.0,0.28,0.2,0.66,0.33,0.35,0.37
qse.csv,0.62,0.1,0.56,0.75,0.45,0.72,0.26,0.67,0.0,0.22,0.88,0.61,0.15,0.34,0.47,0.26,0.44,0.73,0.37
sauerbraten.csv,0.25,0.89,0.72,0.98,0.91,0.69,0.87,0.89,1.0,0.87,0.64,0.98,1.0,0.92,0.78,1.0,0.64,0.69,0.89
toped.csv,0.79,0.49,0.89,0.78,0.82,0.9,0.68,0.0,1.0,0.74,1.0,0.76,0.81,0.38,0.45,0.57,0.44,0.74,0.58
truevision.csv,0.67,0.35,0.72,0.65,0.66,0.59,0.55,0.33,0.5,0.72,1.0,0.63,0.17,0.24,0.26,0.25,0.36,0.7,0.47
zoolib.csv,0.58,0.04,0.61,0.14,0.39,0.58,0.03,0.33,0.5,0.4,0.1,0.29,0.04,0.21,0.25,0.06,0.33,0.34,0.53
