,guineu.csv,pokeglobal.csv,graphmak.csv,pdfedit.csv,jhotdraw.csv,red5.csv,cascading.csv,twostep.csv,ofbiz.csv
cascading.csv,0.78,0.69,0.49,0.81,0.64,0.54,0.03,0.47,0.66
graphmak.csv,0.82,0.9,0.04,0.83,1.0,0.98,0.88,0.89,0.86
guineu.csv,0.15,0.9,0.75,0.94,0.76,0.82,0.87,0.7,0.82
jhotdraw.csv,0.88,0.86,0.75,1.0,0.1,0.86,0.97,0.77,0.95
ofbiz.csv,0.92,0.68,0.74,0.91,0.6,0.66,0.86,0.7,0.04
pdfedit.csv,0.53,0.78,0.66,0.02,0.64,0.7,0.77,0.65,0.62
pokeglobal.csv,0.81,0.03,0.68,0.64,0.75,0.77,0.63,0.85,0.65
red5.csv,0.59,0.58,0.55,0.68,0.64,0.05,0.79,0.6,0.7
twostep.csv,0.49,0.68,0.63,0.77,0.7,0.64,0.76,0.04,0.66
