,guineu.csv,pokeglobal.csv,graphmak.csv,pdfedit.csv,jhotdraw.csv,red5.csv,cascading.csv,twostep.csv,ofbiz.csv
cascading.csv,0.55,0.38,0.62,0.52,0.5,0.64,0.99,0.64,0.65
graphmak.csv,0.23,0.12,0.97,0.36,0.0,0.02,0.16,0.15,0.18
guineu.csv,0.88,0.2,0.32,0.09,0.28,0.23,0.18,0.36,0.23
jhotdraw.csv,0.15,0.44,0.36,0.0,0.92,0.17,0.04,0.27,0.06
ofbiz.csv,0.1,0.39,0.32,0.11,0.48,0.49,0.22,0.39,0.99
pdfedit.csv,0.66,0.31,0.52,1.0,0.46,0.48,0.41,0.46,0.52
pokeglobal.csv,0.49,0.99,0.69,0.6,0.55,0.53,0.62,0.47,0.59
red5.csv,0.56,0.54,0.58,0.49,0.65,0.96,0.3,0.67,0.43
twostep.csv,0.67,0.41,0.53,0.46,0.49,0.51,0.33,0.97,0.42
