,guineu.csv,pokeglobal.csv,graphmak.csv,pdfedit.csv,jhotdraw.csv,red5.csv,cascading.csv,twostep.csv,ofbiz.csv
cascading.csv,0.77,0.34,0.6,0.84,0.47,0.65,1.0,0.62,0.8
graphmak.csv,0.19,0.1,0.96,0.33,0.0,0.02,0.13,0.12,0.15
guineu.csv,0.85,0.17,0.28,0.07,0.24,0.19,0.15,0.31,0.2
jhotdraw.csv,0.12,0.49,0.32,0.0,0.9,0.14,0.03,0.23,0.05
ofbiz.csv,0.08,0.34,0.28,0.09,0.44,0.47,0.19,0.35,1.0
pdfedit.csv,0.69,0.27,0.52,1.0,0.42,0.47,0.38,0.42,0.5
pokeglobal.csv,0.58,1.0,0.96,0.65,0.65,0.65,0.68,0.92,0.64
red5.csv,0.54,0.51,0.56,0.47,0.76,0.95,0.26,0.77,0.4
twostep.csv,0.69,0.37,0.52,0.47,0.48,0.49,0.29,0.96,0.38
