,dvd-create.csv,phonon-vlc-mplayer.csv,tktoolkit.csv,mpgravity.csv,myfaces.csv,empserver.csv,ppcboot.csv,rtrt-on-gpu.csv,amateur-scrolls.csv,echongl.csv,ultimairis.csv,gdis.csv,gmerlin.csv,passwordsafe.csv,growl-for-windows.csv,sandiaportals.csv,nativeclient.csv,wikipediardware.csv
amateur-scrolls.csv,1.0,0.6,0.92,0.92,0.84,1.0,1.0,0.91,0.45,0.6,0.69,0.98,0.85,0.67,0.75,0.5,0.93,1.0
dvd-create.csv,0.29,0.58,0.72,1.0,0.64,0.84,0.91,0.68,0.78,0.86,0.77,0.5,0.82,0.45,0.92,0.67,0.61,0.72
echongl.csv,0.89,0.59,0.66,0.83,0.86,0.77,0.97,0.8,0.91,0.23,0.66,0.65,0.79,0.55,0.65,0.56,0.6,0.79
empserver.csv,0.62,0.83,0.74,1.0,0.9,0.47,0.8,0.96,0.66,0.92,0.78,0.59,0.82,0.67,0.76,0.73,0.58,0.68
gdis.csv,0.51,0.56,0.75,1.0,0.57,0.74,0.54,0.72,0.61,0.63,0.63,0.16,0.82,0.47,0.9,0.7,0.64,0.66
gmerlin.csv,0.54,1.0,1.0,1.0,0.41,0.77,0.67,1.0,0.72,0.99,0.7,0.53,0.57,0.83,0.94,0.78,0.99,0.93
growl-for-windows.csv,0.93,1.0,1.0,1.0,0.98,0.97,1.0,0.94,0.86,1.0,0.68,0.98,1.0,0.98,0.33,0.46,1.0,0.68
mpgravity.csv,0.8,0.46,0.62,0.35,0.99,0.85,0.87,0.9,0.77,1.01,0.89,0.49,0.76,0.67,0.67,0.73,0.53,0.73
myfaces.csv,0.65,0.52,0.7,0.47,0.43,1.0,0.75,0.8,0.85,0.46,0.75,0.35,0.71,0.54,0.88,0.6,0.68,0.53
nativeclient.csv,0.61,0.49,0.89,0.61,0.56,0.73,0.68,0.91,0.58,0.52,0.6,0.43,0.7,0.53,0.82,0.47,0.44,0.55
passwordsafe.csv,0.71,0.28,0.64,0.52,0.59,0.66,0.53,0.83,0.62,0.95,0.6,0.5,0.72,0.41,0.65,0.67,0.65,0.67
phonon-vlc-mplayer.csv,0.61,0.28,1.0,0.75,0.76,0.54,0.55,0.9,0.48,0.72,0.48,0.51,0.78,0.41,0.43,0.32,0.55,0.57
ppcboot.csv,0.89,0.9,0.87,1.0,1.0,0.88,0.5,1.0,0.96,1.0,0.73,0.92,0.96,0.92,0.77,0.78,0.94,0.93
rtrt-on-gpu.csv,0.96,1.03,0.9,0.72,0.73,0.97,0.91,0.29,0.91,0.6,0.63,0.79,0.76,0.87,0.83,0.83,0.86,0.68
sandiaportals.csv,0.75,0.28,0.63,0.75,0.95,0.61,0.55,0.87,0.5,0.8,0.57,0.59,0.71,0.43,0.45,0.31,0.6,0.59
tktoolkit.csv,0.7,0.78,0.53,0.8,0.66,0.72,0.65,0.73,0.98,0.9,0.55,0.73,0.71,0.67,0.8,0.67,0.67,0.87
ultimairis.csv,0.84,0.28,1.0,0.67,0.93,1.0,0.9,0.8,0.58,0.56,0.35,0.85,0.73,0.46,0.52,0.4,0.64,0.93
wikipediardware.csv,0.61,0.76,0.83,0.78,0.69,0.95,0.7,0.66,0.65,0.95,0.86,0.4,0.84,0.73,0.84,0.45,0.83,0.34
