,dvd-create.csv,phonon-vlc-mplayer.csv,tktoolkit.csv,mpgravity.csv,myfaces.csv,empserver.csv,ppcboot.csv,rtrt-on-gpu.csv,amateur-scrolls.csv,echongl.csv,ultimairis.csv,gdis.csv,gmerlin.csv,passwordsafe.csv,growl-for-windows.csv,sandiaportals.csv,nativeclient.csv,wikipediardware.csv
amateur-scrolls.csv,0.0,0.52,0.11,0.15,0.14,0.0,0.0,0.12,0.58,0.58,0.42,0.03,0.22,0.45,0.4,0.67,0.14,0.0
dvd-create.csv,0.87,0.49,0.2,0.0,0.3,0.52,0.67,0.27,0.53,0.77,0.44,0.77,0.48,0.61,0.53,0.86,0.56,0.71
echongl.csv,0.19,0.43,0.23,0.41,0.2,0.41,0.06,0.25,0.14,0.89,0.4,0.52,0.29,0.54,0.52,0.66,0.56,0.34
empserver.csv,0.54,0.4,0.25,0.34,0.19,0.66,0.32,0.16,0.49,0.83,0.4,0.63,0.53,0.54,0.4,0.84,0.62,0.48
gdis.csv,0.76,0.53,0.18,0.34,0.3,0.49,0.59,0.24,0.53,0.81,0.44,0.92,0.39,0.59,0.31,0.79,0.66,0.82
gmerlin.csv,0.83,0.0,0.0,0.0,0.43,0.39,0.55,0.29,0.55,0.02,0.47,0.64,0.49,0.28,0.65,0.86,0.01,0.85
growl-for-windows.csv,0.13,0.0,0.0,0.0,0.04,0.05,0.0,0.26,0.21,0.0,0.41,0.03,0.0,0.03,0.79,0.76,0.0,0.54
mpgravity.csv,0.82,0.55,0.25,0.58,0.24,0.68,0.65,0.27,0.49,0.78,0.49,0.78,0.43,0.57,0.81,0.85,0.7,0.8
myfaces.csv,0.6,0.48,0.23,0.52,0.46,0.67,0.51,0.29,0.23,0.79,0.34,0.87,0.36,0.53,0.26,0.6,0.46,0.63
nativeclient.csv,0.56,0.52,0.22,0.43,0.3,0.64,0.52,0.11,0.46,0.73,0.46,0.79,0.37,0.58,0.38,0.7,0.71,0.62
passwordsafe.csv,0.46,0.69,0.25,0.5,0.3,0.53,0.6,0.18,0.51,0.8,0.46,0.7,0.38,0.63,0.55,0.87,0.5,0.51
phonon-vlc-mplayer.csv,0.62,0.69,0.23,0.38,0.26,0.61,0.61,0.15,0.56,0.73,0.55,0.68,0.3,0.65,0.71,0.81,0.61,0.66
ppcboot.csv,0.9,0.45,0.24,0.37,0.24,0.71,0.63,0.29,0.48,0.83,0.54,0.88,0.49,0.55,0.44,0.87,0.74,0.85
rtrt-on-gpu.csv,0.53,0.14,0.2,0.29,0.21,0.65,0.57,0.57,0.14,0.65,0.45,0.82,0.33,0.41,0.51,0.42,0.68,0.69
sandiaportals.csv,0.57,0.69,0.27,0.4,0.24,0.56,0.58,0.14,0.56,0.7,0.5,0.6,0.37,0.62,0.7,0.82,0.56,0.73
tktoolkit.csv,0.46,0.4,0.44,0.32,0.28,0.56,0.51,0.29,0.45,0.74,0.49,0.62,0.53,0.56,0.41,0.87,0.63,0.51
ultimairis.csv,0.86,0.69,0.23,0.42,0.25,0.69,0.69,0.27,0.47,0.78,0.66,0.89,0.35,0.6,0.66,0.75,0.66,0.85
wikipediardware.csv,0.79,0.38,0.24,0.43,0.3,0.65,0.55,0.29,0.45,0.79,0.43,0.9,0.51,0.52,0.48,0.77,0.73,0.85
