,f1,g,recall,precision,pf,wins
amateur-scrolls.csv,0.14500000000000002,0.155,0.13,0.5449999999999999,0.065,1
dvd-create.csv,0.53,0.53,0.7,0.5,0.63,8
echongl.csv,0.405,0.445,0.41000000000000003,0.47,0.29500000000000004,4
empserver.csv,0.485,0.51,0.645,0.5,0.665,6
gdis.csv,0.53,0.615,0.675,0.5,0.515,11
gmerlin.csv,0.44999999999999996,0.35,0.535,0.49,0.355,5
growl-for-windows.csv,0.035,0.02,0.02,0.275,0.0,0
mpgravity.csv,0.615,0.575,0.85,0.5,0.715,12
myfaces.csv,0.495,0.505,0.495,0.515,0.275,10
nativeclient.csv,0.52,0.58,0.62,0.51,0.39,14
passwordsafe.csv,0.51,0.5,0.5,0.5800000000000001,0.26,13
phonon-vlc-mplayer.csv,0.61,0.585,0.585,0.685,0.275,17
ppcboot.csv,0.545,0.3,0.99,0.465,0.92,3
rtrt-on-gpu.csv,0.48,0.44,0.59,0.45999999999999996,0.59,2
sandiaportals.csv,0.565,0.53,0.5549999999999999,0.6599999999999999,0.30000000000000004,15
tktoolkit.csv,0.5,0.535,0.655,0.5,0.64,7
ultimairis.csv,0.66,0.475,0.73,0.585,0.44,16
wikipediardware.csv,0.515,0.56,0.8049999999999999,0.45,0.69,9
