,mpqc.csv,haggle.csv,jgnash.csv,java-gnome.csv,panda3d.csv,jrdf.csv,geotools.csv,gephex.csv,tencompetence.csv,codesmith.csv
codesmith.csv,0.43,0.49,0.39,0.42,0.42,0.36,0.41,0.34,0.42,0.45
geotools.csv,0.63,0.72,0.93,0.75,0.92,0.75,0.69,0.76,0.94,0.95
gephex.csv,0.52,0.51,0.55,0.37,0.5,0.45,0.42,0.48,0.46,0.45
haggle.csv,0.48,0.57,0.94,0.92,0.51,0.39,0.7,0.51,0.64,0.0
java-gnome.csv,0.54,0.51,0.6,0.41,0.41,0.77,0.48,0.95,0.45,0.57
jgnash.csv,0.96,0.68,0.95,0.9,0.82,0.69,0.86,0.94,0.94,0.86
jrdf.csv,0.95,0.98,0.68,0.48,0.85,0.86,0.49,0.95,0.84,0.53
mpqc.csv,0.94,0.8,0.97,0.94,0.86,0.85,0.86,0.44,0.8,0.52
panda3d.csv,0.57,0.93,0.97,0.93,0.77,0.0,0.86,0.93,0.96,0.91
tencompetence.csv,0.97,0.69,0.64,0.44,0.72,0.41,0.58,0.9,0.62,0.79
