,mpqc.csv,haggle.csv,jgnash.csv,java-gnome.csv,panda3d.csv,jrdf.csv,geotools.csv,gephex.csv,tencompetence.csv,codesmith.csv
codesmith.csv,0.16,0.66,0.16,0.78,0.33,0.23,0.34,0.67,0.58,1.0
geotools.csv,0.07,0.7,0.28,0.25,0.17,0.25,1.0,0.59,0.47,0.63
gephex.csv,0.17,0.66,0.18,0.8,0.35,0.25,0.37,0.99,0.64,0.61
haggle.csv,0.09,1.0,0.23,0.46,0.37,0.17,0.27,0.57,0.53,0.0
java-gnome.csv,0.16,0.65,0.29,0.98,0.35,0.38,0.4,0.76,0.65,0.8
jgnash.csv,0.04,0.68,1.0,0.9,0.39,0.44,0.43,0.69,0.59,0.29
jrdf.csv,0.05,0.53,0.24,0.87,0.28,1.0,0.4,0.8,0.58,0.67
mpqc.csv,1.0,0.67,0.05,0.65,0.26,0.07,0.19,0.62,0.57,0.81
panda3d.csv,0.02,0.6,0.17,1.0,0.96,0.0,0.24,0.6,0.71,0.64
tencompetence.csv,0.21,0.59,0.15,0.84,0.36,0.19,0.22,0.6,0.98,0.29
