,mpqc.csv,haggle.csv,jgnash.csv,java-gnome.csv,panda3d.csv,jrdf.csv,geotools.csv,gephex.csv,tencompetence.csv,codesmith.csv
codesmith.csv,0.81,0.8,0.82,0.81,0.76,0.69,0.55,0.8,0.7,0.0
geotools.csv,0.26,0.34,0.14,0.19,0.09,0.05,0.0,0.37,0.1,0.21
gephex.csv,0.77,0.66,0.48,0.81,0.65,0.51,0.5,0.02,0.48,0.65
haggle.csv,0.55,0.0,0.17,0.44,0.5,0.64,0.25,0.56,0.36,0.0
java-gnome.csv,0.64,0.44,0.28,0.06,0.6,0.14,0.31,0.12,0.36,0.24
jgnash.csv,0.25,0.27,0.0,0.06,0.16,0.15,0.14,0.12,0.08,0.15
jrdf.csv,0.17,0.49,0.26,0.44,0.44,0.0,0.29,0.1,0.2,0.44
mpqc.csv,0.0,0.44,0.38,0.38,0.49,0.42,0.47,0.78,0.66,0.35
panda3d.csv,0.36,0.15,0.17,0.0,0.02,0.02,0.21,0.15,0.08,0.12
tencompetence.csv,0.25,0.39,0.57,0.44,0.28,0.81,0.72,0.1,0.04,0.59
